topic0	stoff 0.267679333053	richtlinie 0.119755829389	kunststoff 0.0566426873077	ziffer 0.034855736893	chemikalie 0.0333510651852	verarbeiten 0.0306080501551	planer 0.0272968393606	gel 0.0263786234079	entsorgung 0.026093821251	einleitung 0.0231170573968	unentbehrlich 0.0218229125267	chemisch 0.0216105569045	gesamtkonzept 0.0172325676568	einfuhr 0.0148674392424	erörtern 0.0142688637768	spezialgebiet 0.0141560040056	umwelt 0.0128528804928	grundwissen 0.0118931531744	bündel 0.0108266659242	quecksilber 0.0106779054343	bequemlichkeit 0.00914414387647	fließband 0.00878575471853	verarbeitend 0.00816887352349	aufwind 0.00725368754673	kohlenwasserstoff 0.00697699164185
topic471	internet 0.316490553871	netz 0.09282785747	web 0.0501710808797	virtuell 0.0419420198535	plattform 0.0293573526339	nutzer 0.0255633993852	nutzen 0.0212841416838	information 0.0163224430526	möglichkeit 0.0139509600909	eigen 0.013023110541	inhalt 0.0128369303166	network 0.0117425273232	kommunikation 0.0106236444334	zugang 0.00978895801838	privat 0.00947149835506	bookmark 0.00938690073295	teilen 0.00917833264432	welt 0.00887502926867	kommunizieren 0.00826186970759	surfen 0.00751394165225	internetzugang 0.00698936626931	schnell 0.00624284070602	icon 0.00581257965078	ausweiten 0.00577867499364	sozial 0.00542138844252
topic472	keller 0.114014472255	wind 0.0938536345064	segel 0.0661074534686	baustelle 0.0642503349301	zaun 0.0555156101138	etage 0.0383376062268	segeln 0.0299897895511	visitenkarte 0.0260822667793	yacht 0.0248656536313	segler 0.0231880844488	scheune 0.0228190533464	autofahren 0.0218839178931	golfplatz 0.019988180895	statten 0.016577614505	dachboden 0.0163374809733	bagger 0.0157388134002	umfangreicher 0.0131236304862	inspektor 0.0128884227018	ruderverein 0.0123145060501	pflaume 0.0117144184809	verbrannt 0.0116328851344	hacke 0.0113446734407	schöpfen 0.0104167604298	vorort 0.0101380229835	windmühle 0.0097341166368
topic473	unternehmen 0.129287604485	gmbh 0.0440754817332	dienstleistung 0.0143451894644	mitarbeiter 0.0141612555997	branche 0.0132289531031	marketing 0.0113078747164	partner 0.0111036203195	bieten 0.0104787591845	bereich 0.00971017038209	führend 0.0096460959435	jahr 0.00927852781697	erfolgreich 0.00845533226374	kunde 0.00826624326736	service 0.0080277538362	stellen 0.00783907234082	markt 0.00779695168175	lösung 0.00704231140069	standort 0.00669893602618	groß 0.0066842288476	produkt 0.00665431098664	gehören 0.00658641232595	weit 0.00645698967265	entwicklung 0.00641741460768	innovativ 0.00627691806095	geschäftsführer 0.00611277927987
topic474	anlage 0.201495951841	planung 0.045725789994	vorhanden 0.0232973311851	betrieb 0.0219284473718	komponente 0.0206817517105	technisch 0.0194337814765	einbau 0.0138208142491	baustein 0.0129237900281	solaranlage 0.0112358653431	solar 0.010013270538	erfolgen 0.00976125232776	kosten 0.00928677336099	system 0.00813484183879	benötigt 0.00802285500216	hydraulisch 0.00799589403238	wärmepumpe 0.00795688931588	anpassung 0.0079448542542	erzeugt 0.00760403085482	regenwasser 0.00723461545902	abwasser 0.00722577229182	bauabschnitt 0.00710228432791	installation 0.0068273288078	manifest 0.00682498384421	fertigung 0.00677507882784	kostengünstig 0.00671769711343
topic475	frau 0.530519316062	mann 0.234837870003	weiblich 0.0188903994445	geschlecht 0.0170699617067	männlich 0.0142623810174	jung 0.00834230727207	partnerin 0.00565009594486	erotisch 0.00534180534865	gleich 0.00425187670668	ehemann 0.00358757770836	beruf 0.00309267149482	fräulein 0.00290774038566	leben 0.0028926851946	alter 0.00285225608192	satirisch 0.0026222263568	verhaften 0.00214598235106	karriere 0.00209162152712	gleichstellung 0.00208838688814	geben 0.00199625349046	attraktiv 0.00190132641994	ehefrau 0.00186520330824	feminismus 0.0018047967865	familienvater 0.00180184010149	berufstätig 0.00179306551291	fotobuch 0.00175593295779
topic476	schaden 0.365973946264	gegenstand 0.10645441257	garde 0.0291273796639	revier 0.0288234263192	agent 0.0284187728292	postkarte 0.027945339794	run 0.0267620022635	verursachen 0.0240620215696	flagge 0.0239100120728	tagebuch 0.0192109757582	belohnung 0.0181950094602	bunker 0.0179695489432	wanne 0.0177589377123	nexus 0.0164364475855	betreten 0.0164249362033	disc 0.0146797246576	mülltonne 0.0110035995195	manual 0.00995031143693	entstanden 0.00902107842714	eingangstür 0.00900219940038	feuerlöscher 0.0079602725513	notruf 0.00782306081512	dampfbad 0.00779011185709	lockern 0.00769296290085	datentyp 0.00717563167182
topic477	buch 0.309632648071	autor 0.0904991021542	lesen 0.0218247020023	leser 0.0213708901641	isbn 0.0209751938854	seite 0.0185212651313	autorin 0.0174975589397	kapitel 0.0171829230715	verlag 0.0141055598061	werk 0.0130058272178	inhalt 0.00960528078131	rezension 0.00861877200329	literatur 0.0083777003723	ebook 0.00817861718374	lese 0.00763271231973	lektüre 0.00743774735309	ausführlich 0.007155212437	finden 0.00687683891158	interessant 0.00595301180327	beschreiben 0.0058356192302	illustration 0.00578397205231	thema 0.00544208900644	erst 0.00517534088052	verständlich 0.00516872597258	erscheinen 0.00513046128289
topic478	fordern 0.0276630976996	sagen 0.0174737394475	bundesregierung 0.0152640237703	geplant 0.0137060366118	jahr 0.0119219926877	weit 0.0113993190162	neu 0.0110817271184	künftig 0.0107057083527	ausbau 0.0104525033245	land 0.00980202945119	groß 0.00867287221977	zukunft 0.0078369707734	erklären 0.00781682491967	gehen 0.00781515753633	sehen 0.00766230484915	geben 0.00759013681321	bund 0.00689395516163	landesregierung 0.00683419925199	problem 0.00669458927178	betonen 0.00668345593644	deutlich 0.00650268321594	machen 0.00636643348415	bleiben 0.00616775518063	forderung 0.0060680432973	setzen 0.00593405963623
topic479	maßnahme 0.0423001019512	notwendig 0.030571800016	entsprechend 0.0275288450732	erforderlich 0.025016039402	änderung 0.0227663383752	möglich 0.0183434718508	zusätzlich 0.0162455773035	erfolgen 0.0160635848657	verfügung 0.0152209742633	weit 0.0150715550506	rahmen 0.014681801723	ziel 0.0114229110977	bestehend 0.011274436354	bisherig 0.0107056268342	bereich 0.0105994794938	umsetzung 0.0102788450753	vorhanden 0.0091099637036	möglichkeit 0.00903146984251	ausreichend 0.00882416139033	vorgabe 0.00807808644332	erheblich 0.00769382324132	anforderung 0.00692362633897	verbesserung 0.00688628525857	wesentlich 0.00677242418214	geeignet 0.00675095283781
topic480	lokal 0.300276897669	liter 0.191115641347	gemeinderat 0.0933838509023	schokolade 0.0610662263186	trinkwasser 0.0485505880907	brunnen 0.0458024206184	grundwasser 0.0254697228385	kläranlage 0.0153539789396	deko 0.0129943072934	stolperstein 0.0127243353186	durst 0.0119319151112	überwintern 0.0117633521887	wassertemperatur 0.0114132471134	bedienung 0.0111046677375	lüneburger 0.0098456937551	wasserwerk 0.00957829284027	mildern 0.00898349968611	zukunftsträchtig 0.00839420583778	dreiviertel 0.00742879728783	exkursion 0.0064812289022	überschreitung 0.00619587808404	militärdienst 0.00573352374237	wasserqualität 0.00565774102848	projektphase 0.00552549109836	wasserverbrauch 0.00550645022951
topic481	zeile 0.183201874307	freundschaft 0.125628386588	spiegeln 0.0609483106125	schlagwort 0.0406719289709	stille 0.0380866346626	satellit 0.0366824062703	rar 0.0322589137297	hausfrau 0.0253700355117	venus 0.0215620292839	listen 0.0211742987316	vielfach 0.0170429291125	paradox 0.0168083266104	klarheit 0.016526443087	eden 0.0161048004707	swing 0.0156660617165	überschreiben 0.0129800623952	freundschaftlich 0.0128570321058	inklusiv 0.0123006181546	assistentin 0.0117019108071	lanze 0.0115350460587	fragment 0.0113589498868	gräfin 0.0101883277836	paranoid 0.0101660104725	geleiten 0.00991032435129	hausen 0.00982645106997
topic482	zug 0.281856248244	bahn 0.172570871935	bahnhof 0.120893634046	zahnarzt 0.0489812870106	idyllisch 0.0310208474927	verkehrsmittel 0.0284269166183	gleis 0.0274769607904	villa 0.0262066542584	freibad 0.0214353867912	wohnhaus 0.0192851687863	freeware 0.0138957657084	verkehren 0.0137997044779	interlake 0.01247276516	bahnsteig 0.0111838754323	seniorin 0.0101651119216	liegenschaft 0.00939679120518	aussteigen 0.00894103267623	rechtsgebiet 0.00787761747857	brettspiel 0.0076868425681	bauprojekt 0.00741399736447	spatenstich 0.00730099318047	reisende 0.0072580515153	bahnstrecke 0.00712778069181	planmäßig 0.00695315545657	bauunternehmen 0.00550691540667
topic483	meldung 0.177787750469	tabelle 0.156219586129	bundesland 0.127398656457	spalte 0.0816273695409	australisch 0.0464538483539	angemeldet 0.0261302636445	einreise 0.0248259470142	zertifiziert 0.0246184663313	unübersichtlich 0.0221493233712	meile 0.0207527974118	einplanen 0.0204837966287	alphabetisch 0.0201566143832	belegung 0.0158902179939	mitgebracht 0.0157843508391	zeitaufwendig 0.0146609729678	fachgruppe 0.013048777461	empfohlen 0.0122378091383	freiberuflich 0.0122193674608	volltext 0.0118720823467	mediation 0.0114287333375	gesperrt 0.0111577984423	sortierung 0.0107240934846	zigarre 0.010024990764	australier 0.00954232361403	freigegeben 0.00905665923683
topic484	klein 0.146835839673	groß 0.0409559509569	baby 0.0321247514019	futter 0.0252801837702	kleine 0.024285428345	bekommen 0.0241892306036	fressen 0.0215191565386	maus 0.0208411812835	süß 0.0176852473792	mama 0.0176111269926	drücken 0.0161725926101	daumen 0.0159834136563	woche 0.0144504327362	alt 0.0135145045649	füttern 0.0130431820392	lieb 0.0125680141416	gut 0.0124676718121	papa 0.0120117397608	monat 0.0114132644082	käfig 0.00972904839302	tierarzt 0.00905137500114	bauch 0.00865994100895	lassen 0.00817633404641	kot 0.0063076240983	tag 0.00627207614367
topic485	zutaten 0.0716851454439	graben 0.0411214757369	unsichtbar 0.0354151006989	schälen 0.0343581617432	mithilfe 0.030130516416	sockel 0.0262361879	vitrine 0.0260633317233	geschoss 0.0240345505834	abkühlen 0.0226201280395	bann 0.0222682716427	schmelzen 0.0196036086188	stiefel 0.0192661775096	dazugeben 0.0182366162171	geschütz 0.0172165324552	wiederfinden 0.0170138578322	vinyl 0.016143183551	anbraten 0.0160295960772	stramm 0.0153928619669	weite 0.0151361335955	authentizität 0.0145378157513	aufführen 0.0137074514695	garnieren 0.0116544846045	geländer 0.0107301065843	schamane 0.0103919389782	sechsjährig 0.0103766547187
topic486	italienisch 0.154097355147	krankenhaus 0.102006091761	unterbringung 0.0662322610641	latein 0.0426880573349	wörterbuch 0.0359225377923	besprechung 0.0332735155103	fremdsprache 0.0264000179629	lateinisch 0.0220569586432	rhetorik 0.0207478496898	radius 0.0204967571234	jahresende 0.0201163635398	freitagabend 0.0182989819045	abwesenheit 0.0178415807962	literaturwissenschaft 0.0123532516442	herberge 0.0121056638537	sprachkenntnis 0.0119120165448	grundfläche 0.0117517493968	städtepartnerschaft 0.0113900825571	rettungswagen 0.0104525521697	bibliographie 0.0103244642439	sonntagnachmittag 0.010290415698	erleichtert 0.00971358885141	krankenhausaufenthalt 0.0095887786024	kollidieren 0.00933238928339	fixierung 0.00920870562554
topic487	farbe 0.117580892556	rot 0.106876128711	licht 0.0731543737806	blau 0.0644781965741	grün 0.0604403810885	gelb 0.0394315026979	dunkel 0.0365477431899	hell 0.0336929106862	lampe 0.0192269554191	weiß 0.0172815330512	beleuchtung 0.0119379451512	sehen 0.0115769014697	leuchten 0.0112832678028	bunt 0.00916124651547	grau 0.00885955408113	orange 0.0075011601169	leuchte 0.00735834849233	sichtbar 0.00664322553143	leuchtend 0.00661006525841	braun 0.00658026446972	wirken 0.00644132180304	erkennen 0.00584418060762	farbig 0.00569896492629	helligkeit 0.00566547397561	wissen 0.00557708839777
topic488	passen 0.256793371024	anfänger 0.0889466579275	kid 0.0575912070986	profi 0.055931206864	gewinnspiel 0.0553179910305	ruder 0.0383492770507	regler 0.0279655316854	spinner 0.0187988715687	mechanik 0.0163568147579	ticken 0.0158285949758	kappe 0.0145749506302	optimum 0.0140888769547	tolerieren 0.0128525876006	rotor 0.0119715595235	symmetrisch 0.0104717320699	tick 0.0103694800987	zahnrad 0.00945422442924	hintergrundwissen 0.00914494483568	umtauschen 0.00887090034785	heck 0.00872934336611	college 0.0086151741286	verlegt 0.0085857694219	expo 0.00837811379234	windschatten 0.00788352715311	leerlauf 0.00785621704698
topic489	arbeit 0.205175395635	arbeitgeber 0.0682523830712	arbeitnehmer 0.060415200371	arbeiten 0.0590155989429	job 0.0432343886758	arbeitsplatz 0.0408326404731	beschäftigung 0.0198084990655	arbeitsmarkt 0.0184700174489	arbeitsverhältnis 0.0166313022502	tätigkeit 0.0140395700177	stelle 0.0122784737257	gehalt 0.012052014459	betrieb 0.012025174302	angestellte 0.0116399250564	arbeitslosigkeit 0.011639517993	arbeitslos 0.0111701782673	arbeitslose 0.0104793419811	arbeitsvertrag 0.0102350302404	agentur 0.00975477093785	monat 0.00949578468172	arbeitskraft 0.008384740297	arbeitsbedingung 0.00835555897265	cloud 0.0076751507684	zeit 0.00756033764018	galle 0.00686616055413
topic490	typ 0.242115937877	effekt 0.147559639444	laser 0.0473876061297	insekt 0.0467643844326	horizontal 0.0420887174501	vertikal 0.0394165517718	durchgehend 0.0309363072321	weizen 0.0254091241906	kost 0.0243301852417	rallye 0.017527110238	turbine 0.0159094491951	kompression 0.0138254177745	hochgradig 0.0134305514909	praktikabel 0.0129615849607	projektor 0.0129123229027	task 0.0123883044946	volumenstrom 0.010572542356	echtzeit 0.00972022123811	blähung 0.00917398667971	müsli 0.00901685491973	nachfolgerin 0.00901498149867	additiv 0.00900563228781	explosiv 0.00841555347311	unspezifisch 0.00823915842701	feminin 0.00711936617714
topic491	name 0.552202894401	zeichen 0.105358335441	buchstabe 0.0504942202782	base 0.0171091392772	string 0.0155170862298	kontaktformular 0.0142622548508	klammer 0.0132347043482	weiterlesen 0.00940399304577	kleber 0.00905589742405	quellcode 0.0080400353046	alphabet 0.00792940505317	konvertieren 0.007854992257	editorial 0.00715179279416	type 0.0063949540536	einlesen 0.00609230745503	apache 0.00579181958958	stehen 0.00569351721155	gleichartig 0.00549436484825	stäbchen 0.00514407155706	nahtlos 0.00506141130939	reihenfolge 0.00491312953696	ausdruck 0.00478147407372	voreingestellt 0.00434635429406	bedeutung 0.00403897873918	konvertierung 0.00387342695806
topic492	hotel 0.0318522071259	zimmer 0.0304516861983	restaurant 0.0293548476871	park 0.0255359022317	küche 0.0218033786606	bieten 0.0205617681976	groß 0.0197324810578	klein 0.0136279091744	liegen 0.0135433093065	schön 0.0125565985423	haus 0.0120564206705	gemütlich 0.0118042703535	ruhig 0.011439161952	gast 0.0112726067486	dusche 0.0100423780925	genießen 0.0100123210527	terrasse 0.00968794439841	stehen 0.0093984377583	frühstück 0.00938412609276	schlafzimmer 0.00868639396431	modern 0.00778026875037	herrlich 0.00747596676547	eigen 0.00745036546304	gut 0.0073364443531	verfügen 0.00729558183666
topic493	link 0.186762287392	webseite 0.107300159659	startseite 0.0349996746932	suchmaschine 0.0318209762152	besucher 0.0286548922813	klick 0.0269509549461	seite 0.0267285387217	domain 0.0249221197425	eigen 0.0205374901571	banner 0.0178922098296	webmaster 0.0168294362591	seo 0.0140748846312	suchbegriff 0.0127239520942	verlinken 0.0124483551915	interessant 0.0122615438251	inhalt 0.0109262247928	spam 0.0106964106355	ranking 0.010178202706	marketing 0.00962135880249	wichtig 0.00952375034755	finden 0.00790501937049	suchergebnis 0.00713971163827	template 0.00647984171933	nutzen 0.00604331928749	twittern 0.00601424223014
topic494	tragen 0.18438339289	schuh 0.102423312436	kleidung 0.0689149634898	rauchen 0.0648179095273	hose 0.0435417487448	zigarette 0.0299234950171	jacke 0.0295059802053	anziehen 0.0271402979338	shirt 0.0205467315715	raucher 0.0203369799663	klamotte 0.0158270773035	hemd 0.0154203407758	fuß 0.0132389179554	kirsche 0.0128402599222	schal 0.0124985694976	trage 0.0124951405047	nichtraucher 0.0122173421861	überdacht 0.0120037297096	mantel 0.0118693713262	tabak 0.0107720288364	aufhören 0.0099608932867	tasche 0.0093225418166	kippe 0.00882478045385	größe 0.00864690457494	auslandsaufenthalt 0.00789548390831
topic495	geben 0.053270648794	scheinen 0.0249843711503	kommen 0.0205664635342	wissen 0.0193892761777	sehen 0.0183529954369	genau 0.0151390362898	lassen 0.0150728200164	tatsächlich 0.015005800675	bekannt 0.0132166637837	weit 0.0128325806334	groß 0.0114438237352	stehen 0.0111450457662	letzt 0.0109857886252	zeit 0.0107398347278	handeln 0.0106111856183	wahrscheinlich 0.0103343088489	angeblich 0.0096356096057	sicher 0.00963093444298	offenbar 0.00915074986479	bleiben 0.00888173198081	berichten 0.0088171251964	kurz 0.00871684302768	wirklich 0.00862142560176	nah 0.0085175661012	interessant 0.00822180889244
topic496	fisch 0.248221593178	fangen 0.0768477951556	marktplatz 0.0711880377942	kaninchen 0.0525456749172	krone 0.0504707787622	wurm 0.0387828367491	fischen 0.0335792507517	holländisch 0.0315263308618	meerschweinchen 0.0277126555332	mahnung 0.0271717599022	fang 0.0246968851275	süßigkeit 0.0239420120894	aal 0.0158353276222	beißen 0.015657810686	zwinger 0.0142937292085	fütterung 0.0140253395471	kakadu 0.0138901513285	gerechte 0.0123527732774	kaugummi 0.011528068799	palais 0.0092887227914	schwimmen 0.00892275485306	motorboot 0.00823931055559	vortrefflich 0.00775188312192	abendstunde 0.00760835835646	lachs 0.00752188918879
topic497	hof 0.0931149320955	kuh 0.0561454951081	huhn 0.0439966640535	blume 0.0436185941922	landwirt 0.0424133738106	gaststätte 0.0416866822053	hektar 0.04005497957	weide 0.0345257216416	korn 0.0313524356339	rind 0.0295455929619	supermarkt 0.0244842595464	gastronomie 0.0239523455337	bauernhof 0.0222570045196	mais 0.0199311321625	spargel 0.0196799430955	schmackhaft 0.01900030808	bohne 0.0186992391679	ziege 0.018116639305	artgerecht 0.0179996003806	beet 0.0128988925723	liebhaber 0.0126327306024	anbauen 0.0121295719137	leckerei 0.0118279893848	kürbis 0.0109875962755	erbse 0.0103204993735
topic498	kläger 0.120579282088	beklagte 0.115088395246	klage 0.0730200450284	berufung 0.0355724061973	urteil 0.0331058551981	amtsgericht 0.0320903938432	verhandlung 0.0244374415368	vorläufig 0.0235788448031	partei 0.0209819627004	instanz 0.0199226597913	amtlich 0.0174339234312	urkunde 0.0172366186775	unterschrift 0.0161788369568	entscheidung 0.0140738724394	landgericht 0.0138940595803	einstweilig 0.0129551281949	gericht 0.0124646916015	zustellung 0.0115791988094	mündlich 0.0110763931358	streitig 0.0103026165081	zutreffend 0.010236744748	erfolg 0.0097156482077	feststellung 0.00966009158184	vorbringen 0.0080469572121	auffassung 0.00801929195893
topic499	hiesig 0.0809965181383	zwilling 0.0579754847583	ära 0.0377268299157	trauern 0.037043830467	schützenfest 0.0303403442013	startpunkt 0.0285451821938	pfleger 0.0285346034667	hinschauen 0.0279074112777	pakt 0.0260144530852	familienname 0.0247072619137	startplatz 0.0242851030426	unvergessen 0.0238048303994	letztjährig 0.021237001174	abfinden 0.0208032071832	wehrpflicht 0.0195055130894	thermometer 0.0182793535185	verheiraten 0.0181292426103	bannen 0.0179908863723	standbein 0.0173646734588	armbrust 0.014774764404	stammbaum 0.0147537100612	ausgestatten 0.0147301420369	nachhausen 0.013927247529	seligkeit 0.013317879097	faulheit 0.0125726694464
