topic0	halter 0.0846611221108	orientierung 0.0805864744472	papst 0.0783766189505	ablegen 0.0473016062045	homosexuell 0.0407950926932	neigung 0.0404149567466	penis 0.0396300771204	schwule 0.0365680307079	vorhaut 0.0280008965849	vatikan 0.0278359530307	garnele 0.0277181931313	respektiv 0.027568643879	homosexualität 0.0271187635607	veranlagung 0.0264952550604	beobachter 0.0264266214554	homosexuelle 0.0225508477888	buchführung 0.0202046584464	käuflich 0.0201605500243	ablage 0.0178853405167	säkular 0.0172963242707	nachzucht 0.0167946012465	heterosexuell 0.0150490636871	kardinal 0.0141964888579	außenßen 0.0139367556024	ungereimtheit 0.0128464044902
topic347	buch 0.257306095861	lesen 0.0527469541763	roman 0.0446350918283	autor 0.0389177612636	leser 0.0299237261653	seite 0.022334894958	verlag 0.0209267561482	autorin 0.0178698053646	isbn 0.017254515682	finden 0.0157141817047	erst 0.0101742814131	lese 0.0101580594286	lesung 0.00819878975919	werk 0.00757554695444	literatur 0.00756130932382	kapitel 0.00735786580578	erscheinen 0.00714087770922	band 0.00712746267446	krimi 0.00703202759349	ebook 0.00679026681926	lektüre 0.00666913593835	neu 0.00615123967799	geben 0.00614035857859	welt 0.005659512721	leben 0.00530844672406
topic348	partei 0.0491102159704	wahl 0.0348513874287	politisch 0.0237686793369	grüne 0.0168385659836	linke 0.0160799133053	stimme 0.0151284045524	kandidat 0.0150973152699	bundestag 0.0146819745469	politik 0.0132964799123	fraktion 0.0123273932605	mehrheit 0.0116866849985	wähler 0.0108577230871	wählen 0.0108357947285	abgeordnete 0.0105246823914	landtag 0.00933842728665	parlament 0.00855000626958	politiker 0.00813795788499	wahlkampf 0.00804185572387	koalition 0.00776591844321	links 0.00715454401393	linken 0.00712553623246	bürger 0.00661921956987	demokratie 0.00642459378084	groß 0.00626127582435	demokratisch 0.00625774794575
topic349	gewicht 0.226688488052	wiegen 0.0830726237973	gramm 0.0739785691023	zoll 0.0525594712773	abrechnung 0.0472843773217	fahrwerk 0.0370147968209	waage 0.0331666278753	crash 0.026576992071	auktion 0.024351034077	stellplatz 0.0232944156227	drehmoment 0.0196416705919	teilstück 0.0190978539514	schwer 0.0175345460736	gebot 0.0174363567664	saite 0.0155248376465	truck 0.0147602170601	rocker 0.013627260608	stier 0.0129946989309	frontal 0.0123690006835	höchstgeschwindigkeit 0.0118755709861	kleinwagen 0.0116276637922	abmessung 0.0116209732329	schwiegermutter 0.0101914575801	größe 0.00982836666921	luftdruck 0.00849927299234
topic350	bundesland 0.240348746461	zeitgemäß 0.0447204950086	vielfach 0.030743891166	besucherzahl 0.0306085683323	gründungsmitglied 0.02697463811	fachtagung 0.0264102708432	beiliegend 0.0262113484021	erzgebirge 0.0240743131435	ganzjährig 0.0233009234159	rosengarten 0.0216290096943	unterteilen 0.0216115015564	tücke 0.0182010734031	unerreichbar 0.0167975231718	resistent 0.0166606993109	gestaltungsmöglichkeit 0.0164067355534	hochtour 0.0161069959101	adaption 0.0145572508503	kinderspielplatz 0.0139578838062	genehmigungsverfahren 0.0127122381297	anziehungspunkt 0.012597506663	forensisch 0.0119274861071	außenanlage 0.0112237188759	machbarkeit 0.0111509473506	pathologie 0.0108778958968	forschend 0.0103247161508
topic351	landkreis 0.0845404978322	kommune 0.0589604495936	kommunal 0.0446071196259	ausbau 0.0293235358066	landrat 0.0242946155356	land 0.0232441580231	infrastruktur 0.0151154702361	stadtwerk 0.0140278400919	region 0.0131139050981	abfall 0.0128068888452	ehrung 0.0117084651685	jahr 0.0114925030249	örtlich 0.0111534728329	ländlich 0.0109128438588	integrativ 0.00969178573593	haushalt 0.00930153410065	fördermittel 0.0092557625619	turnhalle 0.00922446826808	öffentlich 0.00861388147204	landeshauptstadt 0.00852939109117	wasserversorgung 0.0081592481964	erhalt 0.00792829967406	entsorgung 0.00757639411526	landesamt 0.00750097761462	flächendeckend 0.00731873455995
topic352	ankündigung 0.110596424626	allianz 0.0937984342935	hall 0.062616435584	norwegisch 0.0517894491011	umgerechnet 0.0425783535165	spekulation 0.0395591061254	schlagzeile 0.0388240496213	blaue 0.032837467441	koreanisch 0.0312077367294	startschuss 0.0287514044487	fernsehsender 0.0267436745051	allererste 0.0252748278471	hänger 0.0225992622218	banker 0.0220858842648	unwesentlich 0.0194072029928	hauptsitz 0.0183924020146	konkurs 0.0174353163323	großveranstaltung 0.0161717439504	wohlverdient 0.0160725157461	griffig 0.01540150933	weilchen 0.0143818279711	karate 0.0125673663084	thüringisch 0.0109857002888	mächtige 0.0104366256821	mystery 0.00931829395404
topic353	apotheke 0.0986510696309	reinigen 0.0833770531398	reinigung 0.080659714025	gründlich 0.0762612527781	arzneimittel 0.0557923303371	apotheker 0.036277469927	benutzung 0.0277345323448	gel 0.0266309500318	umlauf 0.0266050193913	wirkungsvoll 0.0255794803633	großhandel 0.0241157026144	gehweg 0.0179885208764	abendstunde 0.0154942357087	futtermittel 0.0148668957766	säubern 0.0144965070374	schneefall 0.0142099364122	peeling 0.0132932000655	karfreitag 0.0124658543345	vakant 0.0123045883904	durchsicht 0.0110183008099	andauern 0.0109910725954	alleinig 0.00965306953864	kameramann 0.00954466369098	ausflugsziel 0.00936685460524	unbedarft 0.00930060319307
topic354	reaktion 0.199252216537	probe 0.122008702038	reagieren 0.0968508071031	organisch 0.069293380591	bindung 0.0634775345405	abkürzung 0.0489035514131	auslösen 0.0339053367844	molekül 0.031624453301	proben 0.0227380350977	prozentsatz 0.0183771237024	wellenlänge 0.0165441358717	ausbleiben 0.0151599470161	ablaufen 0.0148284845323	selektiv 0.0137136499645	hertz 0.0135720095964	ausnahmslos 0.0135081843567	utopie 0.0129187326707	schwingen 0.0123285725318	weiterführen 0.0118989708502	gewissheit 0.0117246309046	inflationsrate 0.0102333981281	vermerken 0.0102306758243	voranschreiten 0.00930916237809	abrupt 0.00926522128717	lösungsmittel 0.00875652132129
topic355	frage 0.514870303432	antwort 0.191170826937	beantworten 0.0585461700676	stellen 0.0486921752998	fragen 0.0471064760336	antworten 0.0178353738585	www 0.0109465136738	richtig 0.0102793624288	geben 0.00573319542838	lauten 0.00467939417053	fahrschule 0.00392163157595	wenden 0.0035313737586	weiterhelfen 0.00343029366896	beisitzer 0.0033148015842	genauere 0.00251558096051	wissen 0.00250744710193	erkannt 0.00246330509636	spendenaktion 0.00236471121279	kodex 0.00233841307843	zusatzinformation 0.00219625102663	themengebiet 0.00206117319914	verdaulich 0.00199725623671	führerschein 0.0019144784641	chamäleon 0.00179929456918	anliegend 0.00179845900091
topic356	beratung 0.0466544012039	individuell 0.0460400230802	persönlich 0.0437618136643	wunsch 0.0298426999139	professionell 0.025821221888	kompetent 0.0252292730531	bieten 0.0236638516858	beraten 0.0209683215768	stehen 0.0204983576425	ansprechpartner 0.0187554048732	erfahrung 0.0173935467943	erfahren 0.0127428641282	helfen 0.0125394089231	gut 0.0123720682532	partner 0.0119017528493	verfügung 0.011352780406	bedürfnis 0.0112610595422	team 0.010648367961	eigen 0.0102455712052	unterstützen 0.0101986386501	erhalten 0.0100234456238	wichtig 0.00965117338312	betreuung 0.00926585837272	selbstverständlich 0.00918908597038	nehmen 0.00898509412698
topic357	klavier 0.0800830312425	ski 0.0456649448804	keyboard 0.0444692122844	piste 0.0440977244516	neuling 0.0355756131734	skigebiet 0.0338931982857	ehrgeiz 0.0276161443099	währen 0.0256187046751	daherkommen 0.024179655456	manifest 0.0232670523133	gewissenhaft 0.0229194435865	abgrenzen 0.0207851094743	beherrschung 0.0195985301428	madame 0.0188238350101	nieder 0.0185024799437	vorverkauf 0.01728247535	bissig 0.0172494260853	darmstädter 0.0163892230203	herzstück 0.0156098301345	sechsjährig 0.0148063492856	bangen 0.0141104000197	diktieren 0.0136912508074	taz 0.013311853006	putzig 0.0132485344168	background 0.0110478342218
topic358	lassen 0.0125103953604	mann 0.00948700934031	tot 0.00912490059772	kommen 0.00801160443084	scheinen 0.00729765201829	weit 0.00724385337183	tod 0.00638025811433	beginnen 0.00582012916411	bringen 0.00578427161536	bleiben 0.00575623187507	plötzlich 0.00567651244366	halten 0.00561682197888	versuchen 0.00527973454788	letzt 0.00519288809164	groß 0.00515635969227	stehen 0.00506353086694	spät 0.00496536946559	weg 0.0047395804382	nehmen 0.00468643060824	hand 0.00455109515054	suchen 0.00452476965984	verschwinden 0.00450738796691	treffen 0.00447563718009	ende 0.00436131053842	finden 0.00431622527806
topic359	bild 0.414390929395	foto 0.144942332282	sehen 0.127672197025	zeigen 0.0282079945163	erkennen 0.00975509259557	hintergrund 0.00948968267568	schön 0.00930320665496	malen 0.0085321374889	groß 0.00728206567402	photo 0.00676076668455	finden 0.00631372108025	fotografieren 0.00569605653433	machen 0.00536985236755	klein 0.00533676584275	aussehen 0.005333632711	stellen 0.00504621564856	fotograf 0.00450453751412	gefallen 0.00424132161166	vergrößern 0.00401607561043	interessant 0.00394057954763	ansehen 0.00365321702796	anschauen 0.00349538375998	halsband 0.00343498404761	erst 0.00330297006988	eindruck 0.0030978892412
topic360	absender 0.105050391259	kläger 0.0525991266689	beklagte 0.050242770766	klägerin 0.0342267663796	nummer 0.0214545692305	senat 0.018811650656	urteil 0.0181604908416	satz 0.0173682452706	kündigung 0.015268936646	vorliegend 0.0152306059868	anspruch 0.0135024359945	rechtsprechung 0.0113599784961	berufung 0.0111350146813	auffassung 0.0110896825318	geltend 0.010942549725	feststellung 0.0104707558307	partei 0.00941520964149	vergleichen 0.00931999456781	ergeben 0.0091258397985	umstand 0.00828911857172	stehen 0.00751516634783	liegen 0.00727026050798	sinn 0.00720916543252	weit 0.00705964934441	grund 0.00682647810253
topic361	haus 0.345444198925	wand 0.057004917099	dach 0.0483216752825	holz 0.0465117135075	keller 0.021747825521	decke 0.0194763881604	etage 0.0159773416065	stock 0.0148820313673	treppe 0.0131963364035	wohnzimmer 0.0131636094877	waschmaschine 0.0131602692008	erdgeschoss 0.0120468160447	kamin 0.0119935537818	skulptur 0.0108342803405	befinden 0.00955288599553	flur 0.00917544654648	zimmer 0.00912755149495	garten 0.0091095586876	fenster 0.00904845233269	solaranlage 0.00781747741853	handtuch 0.00778397966678	heizung 0.00760013653519	groß 0.0070475201676	stehen 0.00652468752794	raum 0.00641949711889
topic362	spiel 0.275855323586	spielen 0.0932920216094	spieler 0.0611470489532	game 0.0289588618548	geben 0.0229244736498	grafik 0.017635465143	spaß 0.0162577476459	konsole 0.0119825986238	xbox 0.0114249521824	zocken 0.00970588598126	demo 0.00961374259904	level 0.00886775067264	online 0.0078884879326	teil 0.00776466023375	modus 0.0073361901681	steuerung 0.00731238926367	erscheinen 0.00702090020862	schwierigkeitsgrad 0.00669330933115	playstation 0.00668479206916	adventure 0.00660822459655	entwickler 0.00636932412738	patch 0.00602970807904	welt 0.00525077603151	einfach 0.00507790450867	verschieden 0.00495980835374
topic363	fehler 0.403663894693	abgang 0.0254849103933	korrektur 0.01915095173	gelernt 0.0185362933516	fehlerfrei 0.0163137344822	twittern 0.0151706729747	korrigieren 0.0145316402509	misserfolg 0.0138828542827	unschuld 0.0136936943261	bochumer 0.0132628106612	neuanfang 0.0130393728906	ausverkauft 0.01284401438	zusammengestellt 0.0127233544181	sponsoring 0.0115556571751	trainerwechsel 0.010566040316	abzeichnen 0.00951123839402	bestleistung 0.00907218781929	freistehend 0.00886193610033	mittelmaß 0.00816070290431	ungefährdet 0.00806708696946	treppchen 0.00779599169357	angespannt 0.00759229490722	abliefern 0.00721374010034	trainiert 0.00716316725138	misere 0.0071375418978
topic364	unbekannt 0.213510961196	kid 0.0809700939969	taschenbuch 0.0311341261621	steinern 0.030428984388	unbekannte 0.0296223381963	traditionsreich 0.029366090625	veranstaltungsort 0.0278745913316	tournee 0.0245589299078	aufkochen 0.0193072155878	nahegelegen 0.0183982592811	stehlen 0.0178631321643	vier 0.0178594137422	suchanfrage 0.0162988839766	schulhof 0.0159018150483	spieß 0.0149099867733	rechtsradikal 0.0144142532489	dreißig 0.0143666834919	siegeszug 0.0126014656658	untertasse 0.0124935203273	wiedererkennen 0.0123905400856	kommilitone 0.0123231985287	zigarre 0.0118870699494	bushaltestelle 0.0118446696331	ergebnisliste 0.0117112669425	australier 0.0113147506333
topic365	begleitung 0.119790161456	geschäftsstelle 0.0564944655682	fachkraft 0.0539068745201	schnäppchen 0.05172213667	informiert 0.0394631766521	mexikanisch 0.0355255979939	nebeneffekt 0.0308630121615	transporter 0.0289233370875	kirchenkreis 0.0246844333094	sanitär 0.0198635003749	märkisch 0.0194774024628	pflegerisch 0.0159298633596	tagesaktuell 0.0153254431999	arbeitsschutz 0.0152385670244	rohling 0.0145119058971	sterbend 0.0144924364603	fahrradständer 0.0136256926032	lösungsweg 0.0135148535	schwerbehindert 0.0133348109397	tagespflege 0.0133338091799	gemarkung 0.0128805808172	centrum 0.012531415243	innenausbau 0.011291621972	spitzenleistung 0.0110313042456	wohnend 0.0107431644867
topic366	marketing 0.156223671529	agentur 0.143245490724	werbung 0.0968796156865	kampagne 0.0851673004089	report 0.0592618011584	bevorzugt 0.0438662929177	kompakt 0.0319831937235	vorgestellt 0.0304093711361	werbeagentur 0.0262403135804	versiert 0.0259548389418	einreichung 0.0168834017715	kinderspiel 0.0166630700362	preisliste 0.0157432416521	bundesbank 0.0153948297576	endverbraucher 0.014780292814	vergrößert 0.0139379504271	höherwertig 0.0103329783643	nennung 0.010028673524	auslieferung 0.00997889568312	aufstrebend 0.00870528985355	tierschutzverein 0.00858460621157	fokussieren 0.00856169022791	europaparlament 0.00847671150702	namensgebung 0.00838817657904	bundeshaushalt 0.0082900867558
topic367	selbstbewusstsein 0.0218870458053	eigen 0.0180870683489	stärken 0.0177173016866	positiv 0.0143128447343	fähigkeit 0.013979435793	erfahrung 0.0119414898215	situation 0.0108744099235	verhalten 0.0103607582897	wichtig 0.00981889656128	bewusst 0.00861952849958	ziel 0.00853733820186	gehen 0.00852648044027	kommen 0.00819155122164	stärke 0.00742090739482	lernen 0.00721112200539	entwickeln 0.00700034610197	persönlich 0.00683323223397	neu 0.00670445207696	emotional 0.00663473079981	führen 0.00648319542139	negativ 0.00646779385225	veränderung 0.00637081185278	weg 0.00633090530869	erleben 0.00602164887547	konflikt 0.00590647522755
topic368	dokument 0.214072470487	kapitel 0.149335212937	home 0.0819094180518	ausgewählt 0.0427811871241	icon 0.0387252492455	pate 0.0241584087629	bookmark 0.0238291540278	erläuterung 0.0167384579032	tragekomfort 0.0166010697764	lehrbuch 0.0141886079411	funktionalität 0.0141262975824	ferse 0.0136226429586	liste 0.0128152047639	beachten 0.0117695890781	webkatalog 0.0117242087227	zusammenstellung 0.0113799665151	weit 0.010499662855	supervision 0.0102427751218	gliederung 0.00991657922306	strukturieren 0.00962521505512	arbeitseinsatz 0.00926586735019	innenleben 0.00887316867612	merken 0.00853487816858	aktuell 0.00803340837358	entdeckt 0.00786039974755
topic369	material 0.169066066856	stoff 0.077294918099	chemie 0.0555279340371	chemisch 0.0552187062423	herstellung 0.041530652753	broschüre 0.0385511209756	biologisch 0.0290855586546	substanz 0.0228761429297	kunststoff 0.021124115486	wirkstoff 0.0199803498635	herstellen 0.0172501444385	enthalten 0.0164591333226	kupfer 0.014762098407	verwendung 0.013083698406	belastend 0.0128631525876	großflächig 0.0126072841777	hergestellt 0.0123128058991	eigenschaft 0.0123051664572	synthetisch 0.0121974644805	schmutz 0.0116999309156	faser 0.0105421647592	verbindung 0.00952243183386	aluminium 0.00946636368718	isolation 0.00913502363817	anwendung 0.00902406091317
topic370	land 0.0961371476958	europäisch 0.0540398405153	international 0.027389477749	regierung 0.0246346981697	staat 0.0223661585919	präsident 0.0179503184086	national 0.0149910631175	jahr 0.011359879654	union 0.0111122801784	groß 0.00882973045881	neu 0.00756846418114	welt 0.00729516990935	nation 0.00707288651837	wichtig 0.00693103322749	politisch 0.00684385308614	parlament 0.00656627575777	bevölkerung 0.00642864610083	weltweit 0.00600559462055	weit 0.00585445432407	ausländisch 0.00584157138862	gemeinsam 0.00558246133421	geben 0.0055565638349	staatlich 0.00497876485384	kommission 0.00463074524545	vereinigt 0.00459185446239
topic371	gelten 0.0242296188144	fall 0.0159974176698	vertrag 0.0149912226407	anspruch 0.0129425723768	grundsätzlich 0.0104570670768	entsprechend 0.00931019020367	bestehen 0.00818182676925	höhe 0.0078561555798	erfolgen 0.0078058876735	erforderlich 0.00702362774512	grund 0.00692163191971	schriftlich 0.00661178238294	vereinbarung 0.00650872034095	kosten 0.00629182070364	sonstig 0.00611937145118	voraussetzung 0.00611243874437	verlangen 0.00564929374495	frist 0.00527875063776	bleiben 0.00502144079425	bestimmt 0.00499690012896	vertraglich 0.00466005666927	verpflichtung 0.00465381248049	rahmen 0.00456483998088	zahlung 0.00453394310263	stellen 0.00446468932587
topic372	rauchen 0.144560885699	ventil 0.0894515280378	zigarette 0.0630173860096	raucher 0.0428286656557	werkstätte 0.0368627188514	aufhören 0.0279773026707	nichtraucher 0.0257291153343	schachtel 0.0233403868423	ungefährlich 0.0227261280481	tabak 0.0227183263539	tagesgeld 0.0205653258261	tagesgeldkonto 0.0199236221067	grundregel 0.0138391107868	gesetzestext 0.0132811743604	mitreden 0.0121896680774	verzinsung 0.0114405042834	gewährleistung 0.011295940864	nikotin 0.010866733651	preuße 0.01062355563	nickname 0.0103351004729	startguthaben 0.00957695800544	rentieren 0.00909711804776	konstrukteur 0.0089276437107	entlüften 0.00880046214702	zehren 0.00854365993376
topic373	hund 0.361987597049	welpe 0.0312400280872	rasse 0.0235141131738	hündin 0.0228359979408	leine 0.0218168245673	rüde 0.0157171773292	mensch 0.013363743565	verhalten 0.0115599234798	lassen 0.0096845402259	laufen 0.0087470244462	spaziergang 0.00812689566862	bellen 0.00769109080919	spazieren 0.00702619338711	zeigen 0.00696318220066	besitzer 0.00685775045536	rudel 0.00637819592158	beißen 0.00612149699567	wurf 0.00609801625799	gehen 0.00578160603391	hundeschule 0.00569430341559	geschirr 0.00568684006661	ruhig 0.00526670970635	kommen 0.00520194804214	suchen 0.00499410871129	lernen 0.00498703274978
topic374	mitarbeiter 0.138453646147	suchen 0.0632452704725	job 0.0381933190499	bewerbung 0.0345381299245	springen 0.0316564948607	stelle 0.0280688125913	bewerben 0.0232441522687	mitarbeiterin 0.0231793118837	bewerber 0.0227181378548	navigation 0.0194116559826	qualifikation 0.0156558056331	gut 0.0148713615349	praktikum 0.0136542854876	team 0.0130992482188	bereich 0.0127195093444	chef 0.0117697705476	stellenangebot 0.0111696771822	abgeschlossen 0.00971641953282	erfahrung 0.00911479888713	lebenslauf 0.0080336227273	made 0.00779350775921	personal 0.00756599713838	tätigkeit 0.00721058800151	motiviert 0.00693253806026	interesse 0.00684067193654
topic375	maßnahme 0.0437358748352	anforderung 0.0288060828337	schutz 0.0287713250353	richtlinie 0.027083332035	erforderlich 0.0248971168102	absatz 0.0238207192117	verordnung 0.0168460715187	kommission 0.0158623700801	norm 0.0154354343718	entsprechend 0.0138897170172	gelten 0.0133330431876	zuständig 0.0129823013455	vorschrift 0.012669975465	mitgliedstaat 0.0126232458434	vorgabe 0.0113224885118	behörde 0.011130721647	erfüllen 0.0106678604252	einhaltung 0.010272786105	zulassung 0.0100406344296	streng 0.00947542596009	europäisch 0.00913982935414	regel 0.0090710767076	entsprechen 0.00878842221354	genannt 0.00866005506049	einheitlich 0.00847826377331
