topic0	harmonisch 0.212277092519	aufrufen 0.177183671856	harmonie 0.154455802109	ami 0.135376433222	bessere 0.0816828717718	gelehrte 0.0567304447073	pluspunkt 0.0544932510832	kommentarfunktion 0.0479006533596	kribbeln 0.0263820456632	rouge 0.0236724143183	lebensentwurf 0.0184095311168	zusammenspielen 0.00809003043967	vierling 0.00211433905397	herrschen 3.14432938009e-08	wenden 1.28093446192e-08	geben 1.23778219458e-08	lassen 1.23503135339e-08	zeit 1.23365754239e-08	gleich 1.23346890831e-08	bestätigen 1.23321829874e-08	spüren 1.23291214057e-08	ansehen 1.23288621914e-08	liegen 1.23243076659e-08	erklären 1.23202711349e-08	bestimmen 1.23193484841e-08
topic1949	absatz 0.388978622445	bundeswehr 0.205377252968	kraftfahrzeug 0.111178966387	auswärtig 0.0810698909033	adventure 0.0725894415356	angeordnet 0.0429405085905	motorradfahrer 0.0340869857267	mitführen 0.0200109307116	basiert 0.0160376422107	alltagsstress 0.00879910104909	genannt 0.00420672234916	textauszug 0.00331323954585	sinn 0.00305242893857	fachministerium 0.00272341095348	anblasen 0.0018199720807	zustecken 0.00176405194487	zulassen 0.000898360005034	entsprechend 0.000115525203451	gelten 0.000103301240279	grund 3.65858484758e-05	verlangen 2.41953573884e-05	umfang 6.88608757887e-08	sonstig 4.16168032859e-08	handeln 2.08082291234e-08	landesrecht 1.94631157514e-08
topic1950	medikament 0.279605385588	darm 0.0747024345869	blutdruck 0.0641407509945	herzinfarkt 0.0558129179627	schlaganfall 0.0557430227524	todesfall 0.0538671998065	bluthochdruck 0.0463972227586	risikofaktor 0.0371945061333	heulen 0.0309081003976	dummheit 0.0307159632857	unkenntnis 0.0254964565445	hormon 0.0226071772251	warnsignal 0.014019843707	nehmen 0.0130017057638	cholesterin 0.0128403844129	herzerkrankung 0.0123025320904	blutuntersuchung 0.0107204568307	kardiologe 0.0106962454173	infarkt 0.010319460597	übergewicht 0.0101429696103	blutzucker 0.00991670211506	senken 0.00953599859295	milligramm 0.00937637957662	arteriosklerose 0.00889407289705	folgeerkrankung 0.00687331373114
topic1951	straße 0.645157613925	kennzeichen 0.033807390712	straßenverkehr 0.0319721948824	fahrend 0.0177427257787	gehweg 0.0165506999535	fahrbahn 0.0161626693847	befahren 0.0153135978193	verkehrsteilnehmer 0.0129313477094	wall 0.0126669782562	bürgersteig 0.0100597975426	weiterfahren 0.00936656069518	kommen 0.00923630569718	führerschein 0.00898459604068	bestatten 0.00735687552975	nummernschild 0.00625866855292	vorfahrt 0.0059774671885	peugeot 0.00581410065246	pkw 0.00580443579886	gegenverkehr 0.00540694809608	vorbeifahren 0.00535348106259	stehen 0.00523138105897	abbremsen 0.00478132684719	parkend 0.00408766947493	geparkt 0.00402047660458	verkehrsregel 0.00400662252296
topic1952	lohnen 0.615542899772	auszug 0.144543812231	taktik 0.0705986265057	amateur 0.0514609499207	bildmaterial 0.0335792785462	reinschauen 0.0287759012975	elfmeterschießen 0.0140259388933	leidwesen 0.0138994239799	veränderbar 0.00825993797469	haushoch 0.00817602874411	vertretend 0.00773587518534	exklusivrecht 0.00153167694293	unbedingt 0.000993745871182	fall 3.17218519039e-05	unterscheiden 2.40817775827e-05	geben 1.71699754206e-06	verhältnis 6.9389234853e-07	kurz 1.12926062008e-07	wirklich 8.37838217733e-08	gewinnen 6.19458082635e-08	bedarf 2.83810332852e-08	sehen 1.47662390813e-08	sache 1.23825444512e-08	überraschend 1.15776616645e-08	zeit 9.42147064284e-09
topic1953	erwartung 0.0611107698683	milliarden 0.0544793514352	tendenz 0.0334390122745	deutlich 0.0284647044681	erwarten 0.0257625361234	stark 0.0252558934161	weit 0.0230423161924	liegen 0.0198276439433	jahr 0.0196513212736	hoch 0.0176629632298	markt 0.0162688603063	gehen 0.0146780329833	zeigen 0.0143670284241	vergangen 0.0139878307972	dividende 0.0131309116373	kommen 0.0122009119296	rechnen 0.0121466804389	tendenziell 0.0119827040043	nah 0.0118648200639	aktuell 0.0115509486556	vorjahr 0.0108451177776	konjunktur 0.0105481560243	rezession 0.0105326747446	kommend 0.0104961950257	verzeichnen 0.0103260164645
topic1954	spirituell 0.280024690225	gehalten 0.177880505118	empfindung 0.133670060323	hindeuten 0.0648704896911	heile 0.0590028569906	ganzheit 0.0478789900127	unsterblichkeit 0.0403116115261	wertvorstellung 0.040310460123	achtsamkeit 0.035498028376	glückseligkeit 0.025571298717	ungetrübt 0.0193751325528	gehirnhälfte 0.0152783704443	augenlicht 0.0125505262705	geflohen 0.00941071661842	kalligraphie 0.00666494172824	spionin 0.00661477912373	manipulierend 0.00515540224421	scholastik 0.0048513918771	überlieferter 0.00430049701525	göttlich 0.00422508614869	kreuzestod 0.00392725763908	unsterblich 0.000259508726582	persönlich 0.000216625528696	entwickeln 0.000122941660447	tief 9.0228997945e-05
topic1955	offenbar 0.448159882748	äußerung 0.138696621786	antisemitisch 0.048619145289	entschuldigung 0.048289631306	judentum 0.0478509075056	bundestagswahl 0.0429566750213	ohnmacht 0.026786543374	boykott 0.0245114609157	rücksichtslos 0.021630824906	zentralrat 0.0209182972476	gipfeln 0.0184914155225	intolerant 0.0119635704277	umstritten 0.011884404322	abstempeln 0.0113349803304	fraktionschef 0.0089072065942	entrüstung 0.00834474271462	heftig 0.00672410360556	grenzender 0.00615027782869	rechtspopulistisch 0.00609536140581	schärfste 0.00481609342505	pappnase 0.00378986604596	kommentarbereich 0.00320877456162	zusammenhang 0.00295950709297	indoktrination 0.00293441928172	palästinenserin 0.0023720736656
topic1956	wandern 0.359818976059	wanderung 0.341428446209	stattlich 0.0505679618292	hdmi 0.0397551449481	rast 0.0282829936559	preisgestaltung 0.0222805684131	datenmenge 0.0219056511478	flaggschiff 0.0169728070801	verunglückt 0.0156484604954	führen 0.0145975342621	marktsegment 0.0114870135251	butterbrot 0.0114770670311	superklasse 0.00994622176141	verlustleistung 0.00715697338367	wandergruppe 0.00694142136416	genießen 0.00611048222177	wanderparkplatz 0.0045273195671	gehen 0.00351944692778	kohlenstoffatom 0.00322742406276	gedenkgottesdienst 0.00317057518378	übertragungsgeschwindigkeit 0.00302251477129	waldlehrpfad 0.00296804571814	startort 0.00284079787588	preissuchmaschine 0.00213166563128	zweilagig 0.00183427737645
topic1957	position 0.589051860352	spielerisch 0.118784690858	stürmer 0.104762033082	verdient 0.0910383455577	spielzug 0.0271378750124	bedrängnis 0.0204753073015	spielaufbau 0.0128743469808	bestimmen 0.00906417258785	betriebsbereit 0.00832978312857	unkonzentriertheit 0.00403596367446	untermauern 0.00287003609672	abspielfehler 0.00228777707664	strafraumeck 0.00183531219551	erweisen 0.00146747715596	bringen 0.00141977207749	versuchen 0.00100036957682	gelangen 0.000429212055395	hauptsächlich 0.000386444957953	weit 0.000248808567407	klar 0.000208003839104	schluss 0.00020464380187	erwähnen 0.000201213828155	möglichkeit 0.000165495352117	wesentlich 0.000136773430916	nutzen 0.000120936073977
topic1958	verkehr 0.41360808078	erkunden 0.161265795699	haltestelle 0.113735605488	geschäftsführung 0.0786949043295	kiosk 0.0532252416692	zufahrt 0.0421000190942	entspringen 0.0336125574533	grundstückseigentümer 0.0272145960606	bistro 0.0235094171398	münster 0.0211173143156	freikarte 0.0175143160223	anfangsverdacht 0.00551190360413	jagend 0.00512906668061	netzgesellschaft 0.00117522950102	erdgasnetz 0.00100923423695	fern 0.000442927697152	gelangen 0.000214408678785	verfügung 3.99444183051e-05	zeit 2.65119277465e-06	nutzen 2.28832099888e-06	erreichen 1.62016304521e-06	erweisen 1.16075221966e-07	bereich 6.64881989235e-08	neu 6.57856848605e-08	finden 3.82777260922e-08
topic1959	senden 0.401402402549	forderung 0.383329765385	telefonieren 0.107740253942	absichern 0.0342609027535	stellen 0.0149875040599	forderungsausfall 0.0124020707339	gewährleistungsanspruch 0.0108130741926	forderungsverkauf 0.0100188083332	mobilteil 0.00811546868042	zinsgünstig 0.00585407305611	fachfirma 0.00522659844105	marktgängig 0.00149215001213	verbundpartner 0.00137531578686	unternehmenswachstum 0.000869780283763	kontokorrentkredit 0.00041665878942	gleichzeitig 0.000263204117639	beschränken 0.000175753741781	anbieten 0.0001366258849	stehen 0.000131527579733	gering 6.7113245762e-05	erreichen 5.90444067688e-05	weit 5.56749287387e-05	greifen 4.11764117895e-05	nutzen 3.93924875279e-05	fragen 1.99804258675e-05
topic1960	praktisch 0.338875935074	theorie 0.158440857127	theoretisch 0.14061324621	physikalisch 0.0610992528708	materie 0.0451317025868	universum 0.0426924406161	allgemein 0.0174430219436	numerisch 0.0165706364532	prüfstand 0.0160340916578	proton 0.0119102156532	physik 0.00833637691657	speziell 0.00632992729763	neutron 0.00614520169438	urknall 0.00587042676494	relativitätstheorie 0.00570113114181	beschäftigen 0.00551616385412	bestehen 0.00519058629766	beschreiben 0.00469359736786	entstehen 0.0039625710994	elementarteilchen 0.00369089339831	existieren 0.00368045303207	quantenmechanik 0.00336895049302	verschieden 0.00313944610632	kosmologisch 0.00292963745655	verstehen 0.00288344628818
topic1961	seminar 0.586642264968	ergänzend 0.131372515459	kombiniert 0.0836147274568	vorbeugend 0.0397753530801	handicap 0.0300896235715	selbstwertgefühl 0.0210508383386	bieten 0.0123669521321	bewegungsmuster 0.0122901832028	selbstverpflichtung 0.0115510225568	wiederverwendung 0.0105045956581	telegramm 0.0103369201577	beinhaltet 0.00831857929171	verwaltungsaufgabe 0.00824087952595	selbstbehauptung 0.00657567482894	entwerten 0.00651656050478	speziell 0.00576668743123	unterschiedlich 0.00183301436314	möglichkeit 0.00166711746702	graduiert 0.00159494598266	verschieden 0.00125495235028	allgemein 0.00103055419305	einzeln 0.000971410231069	telegrafisch 0.000929652637149	eigen 0.000742713488562	telegrafie 0.000740737954115
topic1962	jude 0.539544014918	antisemitismus 0.135845290191	verschwörung 0.0616308505788	sozialwissenschaft 0.0520332207581	religionsunterricht 0.0480551730516	einsendung 0.045357739522	sachgebiet 0.0284719886011	fundamentalismus 0.018612839904	glaubensgemeinschaft 0.0112961044086	soziallehre 0.00880758897542	eingreiftruppe 0.00698869075288	orientierend 0.00682983609252	jugendtag 0.00621909781438	missionierung 0.00605061435699	gröbste 0.00403020621888	fernsehunterhaltung 0.0029006933202	zusammenleben 0.00261536356375	existieren 0.00239422101538	dialogpartner 0.00200247906991	sozialethik 0.00189282284685	vertreten 0.0016173933356	tatsache 0.00118798978696	anlass 0.000848647610887	enthalten 0.000494153950992	tradition 0.000399933982077
topic1963	person 0.849476316001	arbeitsverhältnis 0.0407996178737	verwandte 0.0271774297292	arbeitsrechtlich 0.0124732674715	zuweisung 0.0107121337213	persönlich 0.00673902555199	vertragsgestaltung 0.00635162873195	planungsphase 0.00585082782006	bestehen 0.00476592375487	werkvertrag 0.00418509814352	konstanzer 0.00341480574605	bestimmt 0.00288109000111	geburtsjahr 0.00283937583449	familienforschung 0.00236924887368	befinden 0.00228390665761	verhaftung 0.00179337182268	handeln 0.00158012199999	kündigungsschutzklage 0.00156319530818	möglich 0.00131050145451	allgemein 0.00108574698352	grund 0.00103169686636	entsprechend 0.000826251125311	einzeln 0.000774534636606	verschieden 0.000724656868697	wenden 0.000682519880476
topic1964	unschön 0.231802073969	daten 0.195258559224	hauptspeicher 0.0866563319113	dampfen 0.0737608730812	wasserburg 0.0566233230048	quere 0.0445506034817	datenspeicher 0.0312708269833	altstadtfest 0.0285352991882	schönheitschirurg 0.0279673909577	wiederstehen 0.0259672673079	bumerang 0.0259088247322	hässlichkeit 0.0214843275463	brandheiß 0.0201009482288	anfangstag 0.0177270472417	basisdatum 0.01647187319	ankerpunkt 0.0158975678126	verlangsamt 0.0149569346589	industriemuseum 0.00969181243495	volksfestplatz 0.0095603961366	nebeneinkunft 0.00910979353413	sitzungswoche 0.00820012869566	sonnenmilch 0.00784496824444	geheimvertrag 0.0050860721755	handwerkerrechnung 0.00494302177624	parteistruktur 0.00414429711988
topic1965	beenden 0.318452797184	vergrößern 0.154385496809	abstimmen 0.127212294469	zähler 0.0929757015378	einigung 0.0884004634373	enttäuschen 0.0458937552379	erklimmen 0.0354593995812	entschlüsseln 0.0302372072974	schutzfolie 0.0156293577944	überparteilich 0.0126531136449	presseschau 0.0120589051375	bestimmte 0.0116050877842	geißel 0.010528821095	handelstag 0.00839983485146	zahlenwerk 0.00752162399817	quartalszahl 0.0072786714722	umsatzanstieg 0.00466222331589	handelsschluss 0.00425179308117	konsensfähig 0.00409006508671	strukturpolitik 0.0040622860763	sitzungsvorlage 0.00158241993343	staatsbedienstete 0.00144846349051	legen 8.73157785346e-05	momentan 8.69347878245e-05	liefern 2.23980734615e-05
topic1966	plötzlich 0.185577212814	verschwinden 0.131891829336	brechen 0.110451991818	schatten 0.096023852182	seltsam 0.0706002525533	scheinbar 0.0673796232521	auftauchen 0.0368531947548	versucht 0.0263003409873	banal 0.0144830300331	vieh 0.0119505895633	koma 0.0119127795429	überraschend 0.0118388753525	entführung 0.00967917825514	unerklärlich 0.00814936962276	überschlagen 0.00794277488283	bemerken 0.00761243949554	bewusstlos 0.0075870283842	unaufhaltsam 0.00742155705172	entwarnung 0.00719872236857	versuchen 0.00696019182731	leblos 0.00608590735209	urplötzlich 0.00607942553908	klaue 0.00589316790776	verlassen 0.0058476279719	zeihen 0.00560864196372
topic1967	zuchtlinie 1e-05	geldinstitut 1e-05	flusskreuzfahrt 1e-05	parkend 1e-05	organisationsprinzip 1e-05	stadtgemeinde 1e-05	widernatürlich 1e-05	altbekannte 1e-05	anbetracht 1e-05	bilderserie 1e-05	ausflugziel 1e-05	niedersachse 1e-05	erwerbsperson 1e-05	babysitte 1e-05	revolutionieren 1e-05	agieren 1e-05	versichern 1e-05	irrsinnig 1e-05	schlacht 1e-05	fensterputzen 1e-05	sozialgesetzgebung 1e-05	deckungsgleich 1e-05	einfuhrabgabe 1e-05	versichert 1e-05	verdichtung 1e-05
topic1968	fall 0.109279429922	polizei 0.101711132856	ermittlung 0.0610022423316	staatsanwaltschaft 0.0436980447945	straftat 0.0360928615289	weit 0.0304252943592	diebstahl 0.0277251275858	haft 0.0241480390548	beamter 0.0228088009384	kriminell 0.020339672202	kommen 0.0193510846371	jahr 0.0178247695399	handeln 0.0155700710857	verdacht 0.0144828302662	stellen 0.0139518539633	ermitteln 0.0139036720863	spät 0.0138440393964	nehmen 0.0127620149654	lassen 0.0123409736971	polizeibeamte 0.0117216564097	geben 0.0116306698972	zusammenhang 0.0110239784531	erneut 0.0108636432117	bekannt 0.0104618911629	führen 0.00977195793137
topic1969	einsetzen 0.509565415905	toleranz 0.116313068921	selbstbestimmung 0.0452016305313	mündig 0.0314944595024	wichtig 0.0237100896024	wachsam 0.0199282310376	zivilcourage 0.0193899898218	machen 0.0165947467392	gut 0.014660045724	rückenwind 0.0114222604526	grundstock 0.0107309624323	zeigen 0.0103005855491	brauchen 0.00816579184098	nützlichkeit 0.00752267066312	nehmen 0.00697741274414	eigen 0.00643911073746	leisten 0.00634325831862	bedeuten 0.00629334045853	geben 0.00573661807404	stark 0.00567910296716	helfen 0.00435997895976	möglichkeit 0.0037826769657	bemühen 0.00375140604876	verstehen 0.00373422025237	sinn 0.00347519639471
topic1970	reise 0.731634743003	reisende 0.0907978215116	übergehen 0.0446898967445	reisebericht 0.0406917056138	urlaubsziel 0.0220155554936	gemeldet 0.0187892660888	unerfahren 0.015457568169	artenvielfalt 0.015033408577	eindruck 0.00505227120858	führen 0.00437078790315	abseitige 0.00324668182852	blogverzeichnis 0.00177853684295	rechtsverständnis 0.00135361066917	fachwerkstadt 0.00107518063037	erfüllen 0.000651340435158	gehen 0.000565227404096	teilen 0.000489977989275	besonder 0.000380691871411	wohnmobilreise 0.00025931866688	ganz 0.000217744699886	erweisen 0.000179389749351	verschieden 0.000145362774031	machen 9.58380750347e-05	beschreiben 7.30480706981e-05	darstellen 6.32344107561e-05
topic1971	ebene 0.725254124725	kessel 0.0491271463748	restauration 0.0405842923973	oldtimer 0.0389289975366	fördernd 0.0279097655271	umkehrung 0.0143789049483	starthilfe 0.0132164358662	frühzeit 0.0119894497828	schulstraße 0.0119656403098	schelle 0.0111930508229	stahlbau 0.0100525996515	poststelle 0.00815853751382	pferdestall 0.00766136091624	ungetüm 0.00748639735376	gartenstraße 0.00477616806383	bauboom 0.00471422891757	gelangen 0.00391217964834	begegnen 0.00319267336861	weiterverwenden 0.003187234368	zeihen 0.00117029977507	bilden 6.40075845673e-05	anschließend 4.12487860403e-05	intensiv 3.00555066379e-05	weit 1.41108466528e-05	form 8.28558363271e-06
topic1972	übergang 0.36351880502	erobern 0.18439391959	ruhestand 0.126498033639	unrealistisch 0.0766832274296	rebell 0.0652665477434	kühn 0.0483658506562	lastwagen 0.0387764323446	besiedeln 0.0244206248816	arbeitslosenzahl 0.0188286738748	wiederkehren 0.015793073062	projektplanung 0.0109085861306	ausbalancieren 0.0103474027513	holzwirtschaft 0.00639766191419	schlammloch 0.00492568094564	computermesse 0.00358922277785	zeitpunkt 2.97699302877e-08	verantwortlich 1.74065836596e-08	schätzen 1.53004128548e-08	ende 1.33316247006e-08	jahr 1.32634808369e-08	weit 1.31435706269e-08	neu 1.30814834964e-08	geben 1.29923593292e-08	gestalten 1.29818787163e-08	kommen 1.29170420276e-08
topic1973	bar 0.514306071066	beseitigen 0.153392725641	auflistung 0.0629314899538	gesellen 0.0576090151765	freeware 0.048190980126	manipulieren 0.0457419322082	aufspüren 0.0393613197532	einfinden 0.029128934344	abhelfen 0.0098383827538	felsenfest 0.00802370085939	überflüssige 0.00669386670372	internetoption 0.00603682756919	bösartigkeit 0.00426864685075	knöpfen 0.00394445064898	kometenhaft 0.00226965324035	radiobeitrag 0.00223928150461	schlawiner 0.00212572455395	regenbogenpresse 0.00107296707682	vorausgegangener 0.00104240138168	nationaldemokratisch 0.000819715580884	bekannt 9.9386299307e-08	finden 2.18843193151e-08	falle 1.26568462747e-08	geben 1.07933270333e-08	lassen 9.75400157155e-09
topic1974	schwierigkeit 0.331678918273	überwinden 0.125604311871	hindernis 0.118354637294	hürde 0.0989194090384	unterscheidung 0.0668772643445	kraftvoll 0.0523092982339	normalität 0.0349852240618	einhergehen 0.0317230585689	isolierung 0.0226076890021	hinterland 0.0198946016188	befremdlich 0.0190557853118	laufstrecke 0.0157857998574	ausgangsposition 0.0147497495527	unterordnung 0.0131808666413	disqualifikation 0.00712948296701	gehorsam 0.00653720022284	teilstrecke 0.00539204804625	gelingen 0.00430516505528	sinngehalt 0.00302364960344	königsdisziplin 0.0025721036382	reifeprozess 0.00223241921815	schnappatmung 0.00218583462431	verteidigen 5.71835884639e-05	beitragen 5.47160072715e-05	erkennen 2.46559629331e-05
topic1975	burg 0.63049225121	hilfeleistung 0.0954515289293	verharren 0.0721549081726	stadtkern 0.0393648470342	übermaß 0.0328231601995	kunstrasen 0.0251798840259	lattenrost 0.0240503061998	realisation 0.0208703674943	härtegrad 0.0133528185004	herstellergarantie 0.00890816645859	ladenöffnungszeit 0.00859194088416	mittelrheintal 0.00819301209478	liegen 0.0069836362375	wohnadresse 0.00463835550493	kundenliste 0.00354488667021	zugänglich 0.0019545877723	dienen 0.00083809359035	lassen 0.000496822043857	rest 6.33482513046e-05	stehen 3.01804204902e-05	hoch 2.00102335192e-05	erkennen 1.47031015811e-05	spät 2.10753131718e-06	jahr 3.47498195051e-07	klein 2.26995294435e-07
topic1976	voraussetzung 0.367541013964	teilnahme 0.269522322329	mitbringen 0.13256058616	verpflegung 0.0474456585394	absagen 0.0280571991922	möglich 0.026043118249	stornierung 0.00956976038432	kursgebühr 0.00846884763333	umbuchung 0.00707565927868	pacht 0.00691975685036	kostenträger 0.00648117378799	kursbeginn 0.00582583419397	stattfinden 0.00569157324733	notwendig 0.00548148883181	beginn 0.00496258806908	eigen 0.00463216592537	randalierer 0.00443300120312	medienarbeit 0.00385615399261	tanzkurs 0.00365075176425	zertifizierungsstelle 0.00356944974848	nötig 0.00345573233109	heilberuf 0.00309084284544	mindestteilnehmerzahl 0.00296689937732	verbandsarbeit 0.00266566877304	klassengemeinschaft 0.00256560760653
