topic0	kind 0.66721733821	jugendliche 0.0844466680752	erwachsene 0.0427552882485	geben 0.0133473019919	jahr 0.012908680944	gemeinsam 0.0109691929312	schule 0.0102929985574	finden 0.0054151828234	eigen 0.00480464918008	umgang 0.00472227081523	bieten 0.0041231223815	möglichkeit 0.00376165334022	früh 0.00363403622275	spielerisch 0.00362621603528	erleben 0.00357551147817	verschieden 0.0034475009581	entwicklung 0.00344692667348	brauchen 0.00340296806345	schulsystem 0.00329839143691	stehen 0.00269194073783	täglich 0.00260508609687	spaß 0.00258310148378	nehmen 0.00242822140988	fördern 0.00227255143711	entwickeln 0.00222437077957
topic713	suchen 0.491861343588	suche 0.255709490275	finden 0.0545230106023	passend 0.0526928573934	weblog 0.0133633238113	suchbegriff 0.0123868969262	überdacht 0.00892586206457	search 0.00881317364901	api 0.00861376923243	personalisiert 0.00579674381194	schnell 0.0057494836854	umgebung 0.00462099808577	filtern 0.00452337989077	eingrenzen 0.00440669047535	suchende 0.00427865986994	interesse 0.00384618917466	bestimmt 0.00382921655314	stöbern 0.00359412637275	ort 0.0034461620166	benzinpreis 0.00337216490994	bieten 0.00247664232592	blaulicht 0.00239453895403	genau 0.00219445720794	einfach 0.00209346345249	erwünscht 0.0019755602875
topic714	loch 0.340940120171	golf 0.217176419279	bohren 0.0503601825753	fackel 0.030983078996	guru 0.0276809349126	sandig 0.0246590399036	taschentuch 0.0238391911403	ruinieren 0.0231603119119	golfer 0.0215558473578	murmel 0.0180614366919	clubhaus 0.0170609302204	golfclub 0.0160691683688	watte 0.0143263047251	sportlehrer 0.0137196500803	größenwahn 0.0107022157968	benefit 0.0093165192316	schulbehörde 0.0084167982621	übergewichtige 0.00780932312994	unabwendbar 0.0076941868397	brennender 0.00686142410572	fackeln 0.0067175735572	novize 0.00661120913714	aufschieben 0.00645647386064	herumfahren 0.00643074654279	spielmöglichkeit 0.00620267308371
topic715	vorwiegend 0.129770888283	durchmesser 0.128325918329	matrix 0.0561564247136	areal 0.0522001543507	zusammenhängend 0.0453054662773	faser 0.0403612415767	geblieben 0.0363411192642	beeinflussung 0.03457250342	projektion 0.0326971009472	motorisch 0.0316552506533	schwinge 0.0303895655037	frontal 0.030217957056	dorn 0.0290616823391	beeinträchtigen 0.0233930342901	symmetrisch 0.0222309236977	periodisch 0.0221698854423	entgegengesetzt 0.0183833366846	neuronal 0.0181497324578	neuron 0.0178072325474	stimulation 0.0174945937978	initiiert 0.0158014807974	primat 0.0153165471134	sensorisch 0.0132210029453	konvergenz 0.012350310543	modifizierung 0.0112885337261
topic716	kontakt 0.501786808959	aufnehmen 0.161963274042	erreichbar 0.0800906041059	anruf 0.0761766859076	nehmen 0.0422774915044	aufstellen 0.025044620721	ehepaar 0.014314617197	rücklage 0.0107524847122	tücke 0.00896601341163	treten 0.0089042386241	versteuern 0.00828570085974	direkt 0.00765728046642	kundenkarte 0.00619166041568	rufen 0.00564454500066	breitengrad 0.00441434818603	halbwissen 0.00406316940689	wohneigentum 0.00394098791748	dranbleiben 0.00342573649583	persönlich 0.00297459376046	vermittlungsstelle 0.00256590313667	erreichen 0.00247474886045	vertragsfreiheit 0.00234320015043	quantifizierung 0.00201183148774	gazelle 0.001907014113	zufolge 0.00158063648958
topic717	winter 0.229047295015	herbst 0.211166426205	frühjahr 0.137942340259	jahreszeit 0.0324576469114	zweig 0.0320873022964	frühling 0.0312649935	strauch 0.0184608840905	sonneneinstrahlung 0.0145781592895	bagger 0.0141475875154	turbine 0.0128829868633	frost 0.0107811907161	kalt 0.0102168177032	bleibe 0.0101042246543	freie 0.00930049756022	gehölz 0.00921952731471	mild 0.00890677808263	vorgarten 0.00832593648467	rinde 0.00767823560674	ungehindert 0.00757824236641	peruanisch 0.00733150964648	reißverschluß 0.0071692874385	hecke 0.00709910948213	zwitschern 0.00617682498729	badestrand 0.0055734888184	unempfindlich 0.00546741606268
topic718	alternativ 0.334256101067	west 0.166788746525	ost 0.0603667878485	operieren 0.0417813942514	münchener 0.0409603817635	nebenjob 0.0342405871362	aachener 0.0300497417634	bleistift 0.0272618482294	verlockend 0.0255336703699	schulleiterin 0.0249294169042	zusammenbringen 0.0201512608185	umschauen 0.0162685799707	neon 0.0138933590622	unpersönlich 0.0127498577436	landschaftsschutzgebiet 0.0119646218386	kursiv 0.0103256617206	umweltthema 0.0100727530419	fliessend 0.00976648185021	gastgeschenk 0.00808505092244	zaubertrank 0.00710944415828	falkensee 0.00648433518627	ossi 0.00619923565763	neumitglied 0.00585036081006	karteninhaber 0.00546801818502	härtefall 0.00534568706862
topic719	krank 0.299010562578	blume 0.168679660879	emotional 0.105821992239	abwechslungsreich 0.0637934286189	kapitän 0.0501653537555	schub 0.0482411419687	blockade 0.043152878723	gleichgewicht 0.0426882979031	versiert 0.039341594929	vorbeikommen 0.0303986489804	stillen 0.0239946940223	debüt 0.0179807685823	hadern 0.0129685266836	wegstrecke 0.0127452041084	rekrutieren 0.00929603482902	unparteiisch 0.00908788437815	angepeilt 0.00562273034016	schnippchen 0.00539630898955	lauffreudig 0.00437608953944	hochbezahlt 0.00302915667048	gestörter 0.00275892089874	psychisch 7.22464886844e-05	gesund 1.30797763887e-05	machen 2.25117841568e-08	schwer 1.83703659543e-08
topic720	dortig 0.125832540429	niederländisch 0.115383823699	lärm 0.104905818465	lieferant 0.0987858829631	empfohlen 0.0552491201001	niederland 0.0466758780623	querschnitt 0.0448047578873	anwohner 0.0443560702824	ablehnend 0.0310943763353	riesengroß 0.02753712575	mosaik 0.0235076159692	niederländer 0.0234377413779	gartenbau 0.023421991275	festlegung 0.0226264411669	landesgrenze 0.0205142507176	fußboden 0.0175235933823	naht 0.0174703029679	kaufberatung 0.0169266317703	vorsorgeuntersuchung 0.016555517709	mitverfolgen 0.0105096823665	bauernverband 0.0098521053452	pubertierend 0.0096701823625	landfrau 0.00923488187825	forstwirtschaftlich 0.00905378501295	zusammenrücken 0.00863020821202
topic721	vergnügen 0.12983085515	kanadisch 0.0974294009258	knüpfen 0.0948847039763	first 0.0613005260814	befreundet 0.0488731307046	erfragen 0.0398546675168	flöte 0.0396480302313	farbgebung 0.0276265505131	mitwirkende 0.0266303273292	gastieren 0.0265586026463	blickfang 0.0231202115774	warteliste 0.0212536207746	fokussieren 0.0207810078193	philharmonie 0.019863075644	diamond 0.0195916093219	gefeiert 0.0175384515632	knolle 0.0166647040013	dorfplatz 0.0161267234625	tischplatte 0.0147732591381	bereitstehen 0.0138028504377	besessenheit 0.0131656819578	dauerbrenner 0.0121701084133	geschützter 0.0116715923416	überhang 0.011542383582	vorkaufsrecht 0.0101521164043
topic722	website 0.289494040519	version 0.257256125409	element 0.134407273381	benutzen 0.0894187607931	optimierung 0.0473592788082	folgend 0.0246369385976	empfehlen 0.0230745200331	graphisch 0.0222817287155	funktionalität 0.0210456370805	norwegisch 0.0194548920007	wichtig 0.0154833377636	weit 0.0129385299858	installieren 0.0125354761646	aktuell 0.00778487131585	berufsfeuerwehr 0.00393393983644	finden 0.00388862869856	waldreich 0.00278824765814	computer 0.00265102704716	hinweis 0.00218798109288	unglücksfall 0.00207297458677	enthalten 0.00170378743242	suchmaschinenfreundlich 0.00119333119573	verpuffung 0.000731998651242	stadtbrandmeister 0.000376828283639	komplett 0.000188602985274
topic723	user 0.303291855837	profil 0.208116072476	community 0.141146501316	chat 0.0658454210439	mod 0.0603164903243	feature 0.0388692169611	auflistung 0.0298327442382	kostenloser 0.0266442164592	chatten 0.0169503064646	klassenkamerad 0.0113688439658	löschen 0.00960045225269	messenge 0.00950871981898	stammbaum 0.00931732669172	nutzen 0.00902434654507	meinungsaustausch 0.00867252730512	eigen 0.00752926727956	aktiv 0.00588584788989	gutaussehend 0.00463474293136	chatter 0.0038755468262	grundfunktion 0.00363507444123	überflüssige 0.00317372920347	freundesliste 0.00240402872232	webradio 0.00225624308822	matching 0.00179159460044	möglichkeit 0.00178796284418
topic724	bakterium 0.142878738937	glänzen 0.109373776748	zwang 0.0944821412817	routine 0.0733327195471	turnen 0.0698499526892	bulle 0.0580854085606	hip 0.053940806413	krankhaft 0.0494218173157	zutun 0.0437844390421	isolation 0.0392000957763	ausgestellt 0.036687519799	zurechtkommen 0.0289320367493	nährboden 0.0255669826977	zerfall 0.0208566345462	newsgroup 0.0203136117146	zwanghaft 0.0184869115367	graffito 0.0153336742012	hinsetzen 0.0125755357496	phobie 0.012262707997	theoretiker 0.0120221382159	nörgeln 0.010212339195	marotte 0.00855133179514	entspannungsübung 0.00818664861048	kaffeetasse 0.00624201864042	hörnen 0.00558605675848
topic725	zeichnen 0.409382390484	html 0.0918053050066	review 0.0809238184834	proben 0.0466695649341	zusammenspiel 0.0448079685764	webdesign 0.0440727575052	lauern 0.0334797553391	wellen 0.0297553868518	blocken 0.0286164840774	augsburger 0.027824996633	fünfziger 0.0249020323455	karren 0.02278416405	kloppen 0.0165413865442	originalgetreu 0.0163536334164	handynummer 0.016040537858	dolby 0.0151866529991	verfrüht 0.0118813252985	marienkirche 0.00842143438136	rausfliegen 0.00790701530463	nachmessen 0.00506625871173	statusleiste 0.00495149797239	hochschulschrift 0.00294962440523	getriebeöl 0.00266025441934	monumentalbau 0.00220712145066	abriegeln 0.00159784634054
topic726	autor 0.181851391362	dokument 0.135465107089	elektronisch 0.104124676591	archiv 0.0908788231213	veröffentlichung 0.0893780177541	veröffentlichen 0.0310180146659	gedruckt 0.0285648315585	veröffentlicht 0.0263427039993	signatur 0.025408834279	publikation 0.0234017665876	urheber 0.0168388269368	form 0.0164377233936	pseudonym 0.0130924919315	datenbank 0.0117738835159	zugänglich 0.00985604690307	nennung 0.00976262680574	aktualität 0.00827621588662	technisch 0.00782095808643	kolloquium 0.00760085914105	enthalten 0.00715948296874	nutzungsrecht 0.00715064913698	auffinden 0.00672564946139	emailadresse 0.00669837158766	archivierung 0.00621786787863	urheberrecht 0.00600648132515
topic727	konzert 0.0746301698795	musik 0.0612148419251	musikalisch 0.0529305740931	musiker 0.0448704657933	jahr 0.0375016289755	festival 0.0305911758505	jazz 0.0225119668631	groß 0.0169453279658	hit 0.0140649800056	geben 0.0136163377082	blues 0.0131973576253	sänger 0.0123851837412	bekannt 0.0106352472877	spielen 0.0106009865042	instrument 0.0100768906473	künstler 0.0100363647439	eigen 0.00960669617348	repertoire 0.00895382581537	publikum 0.00874872510886	bühne 0.00801291933022	stehen 0.00789651595936	neu 0.0078001831616	auftritt 0.00772912437426	trio 0.00759647147137	programm 0.00720259943681
topic728	beschreibung 0.270068399243	innen 0.0983051549046	nationalpark 0.0932044294941	faden 0.0506281404316	abkürzung 0.0482655360767	ausgangspunkt 0.047621219957	vorbildlich 0.0426753667808	beispielhaft 0.0208418168405	hintergrundinformation 0.0196058546223	gewerbetreibende 0.0194697710819	erfahrener 0.0192350292922	steig 0.0184222918413	naturnah 0.0183906473108	bestandsaufnahme 0.0164340961375	forstweg 0.013107187534	bausubstanz 0.0115191660147	tanne 0.0114524293414	wegbeschreibung 0.0108402876545	auftaktveranstaltung 0.0101552137141	vertiefend 0.00973830177566	stabilisierung 0.00944735682623	jugendleiter 0.00865680846898	rundweg 0.00847039683521	hauptausschuss 0.00814535707247	gefächert 0.00787562830991
topic729	homepage 0.295324056884	liste 0.258788852804	internetseite 0.123243467204	kommerziell 0.0681443008247	aufruf 0.0476432881068	angeboten 0.0454258541206	verweis 0.0284603684018	verknüpft 0.0157118913258	orientierungshilfe 0.0108601453988	aufgerufen 0.00961381550702	branchenbuch 0.00869735649129	erstellt 0.00732212690262	wuppertaler 0.00726242807578	wiedereinführung 0.00689165309572	korrosion 0.00638997480828	heimwerker 0.00479570285396	materialkosten 0.00420357450327	erleichtern 0.00415402197238	knüller 0.00396379495093	verlassen 0.00364253267567	warenhaus 0.00342322789245	ständig 0.00332173645574	grundstückskauf 0.00256251170955	zimmertür 0.00240318424899	aufnahmetechnik 0.00224833517076
topic730	bundeswehr 0.173519228779	bereitschaft 0.149548116969	zuschuss 0.113300398865	abzug 0.0849788974605	wiederaufbau 0.060191252145	abziehen 0.053026278649	abo 0.0526457791636	webmaster 0.0462446089326	afghanisch 0.0385974258131	schirmherrschaft 0.031964809514	werbemittel 0.0280538274584	einnahmequelle 0.0246227283857	wrack 0.0225359360605	auslandseinsatz 0.0145672928854	novum 0.0139336609603	vorstoßen 0.0114668757718	übernehmen 0.0106587124827	einsatzbereitschaft 0.00868670722549	sicherheitslage 0.00806934768177	patrouille 0.00798344354288	konvoi 0.00783189481921	leibwächter 0.00720497376636	datenmaterial 0.00556428529861	handbemalt 0.00358602245699	bewegtbild 0.00353016918399
topic731	player 0.201122414742	list 0.146785951061	abspielen 0.107459851306	general 0.079520185478	url 0.0790244775067	schulleiter 0.0646062449042	lebensdauer 0.0533248501113	schulhof 0.0406136445813	bushaltestelle 0.0347778176678	sonntagmorgen 0.0279146865281	rechtsradikal 0.023577889269	unkritisch 0.0225738114503	farmer 0.0212436019142	samstagabend 0.0191499850668	abwerfen 0.0110779606691	sinnlosigkeit 0.00991563694388	notwehr 0.00983513158473	verkleinerung 0.00950825300229	verankert 0.00841388394685	selektiert 0.00666086076861	browserspiel 0.00582117567159	expertenmeinung 0.00551028374545	reifenhersteller 0.00426043098641	benötigen 0.00403317488955	reifenflanke 0.00104880990622
topic732	reißen 0.116325491339	übel 0.0970983728189	hauen 0.0961779350302	cup 0.0800751231969	stinken 0.0450966571698	klauen 0.0449834204392	stolpern 0.0287967238626	spaßig 0.0258797942143	hocker 0.0250849607563	rumlaufen 0.023103298396	abgrund 0.0214922173677	tick 0.020213347081	eklig 0.0182343027873	fangemeinde 0.0172463613052	wetten 0.0161014846038	allergut 0.0160440799999	paradebeispiel 0.0136318982389	mir 0.0124579141614	riesen 0.0117696903384	allererst 0.0117628089539	ausreden 0.0117033014121	schätzchen 0.0107300045822	gerede 0.0106942635527	tolle 0.0106235574084	erwischen 0.00995784678712
topic733	erfindung 0.101373293442	ausgesprochen 0.0711016991263	erscheinung 0.0514886957458	zeitalter 0.0506732887037	produktiv 0.0467657789583	kraftvoll 0.0420766898922	progressiv 0.0365287255047	individualität 0.0278286043819	vorangegangen 0.0254078834902	erwecken 0.0249060142842	einfachheit 0.024568554454	ehesten 0.0241903965213	triumph 0.0236311048344	aufteilung 0.0224025138596	drang 0.0207809117351	untergraben 0.0179325877695	prägend 0.0171283915295	aussichtslos 0.016450958805	vordergründig 0.0149943364675	leere 0.0149163575411	artist 0.0146274768739	sphäre 0.0143720290261	wendepunkt 0.0137282302868	plädoyer 0.0131039542241	zurechtfinden 0.0124828076291
topic734	jahr 0.0252041392909	hoch 0.0162034073578	neu 0.0144064757324	deutsch 0.0133603339513	stark 0.0127081954892	milliarden 0.0120823082245	deutlich 0.0111675336443	weit 0.0101479668974	groß 0.00968816333765	entwicklung 0.00929470791885	zahl 0.00899988952206	aktuell 0.00823981167177	gehen 0.00805779748356	steigen 0.00803573606283	wirtschaft 0.00718120833664	bleiben 0.00698345409427	wachstum 0.00669109601491	wirtschaftlich 0.00662757059286	liegen 0.00657591268346	markt 0.00632104974664	steigend 0.00602635670565	kommen 0.00580163798375	sehen 0.00540528860705	folge 0.00539233443444	investition 0.00531170773344
topic735	plan 0.506750570701	unterschreiben 0.0810938806965	petition 0.0458539433681	versammeln 0.0435741014995	prägung 0.0334803229481	zuschauen 0.025404367813	ahnen 0.0213741261205	massaker 0.0199620550147	banker 0.0190674868271	jubilar 0.0168324280889	inbegriff 0.0168102132271	unwürdig 0.0135177993022	verirren 0.0130996426032	ermutigend 0.0114865784444	gewillt 0.0113787560668	schlimmste 0.0106110971691	überbleibsel 0.00920956192752	verharren 0.00784316826974	unterton 0.00711576277524	skrupel 0.00627199858545	unterschriftenaktion 0.0052070659643	dahinterstecken 0.00484040900506	bloßstellen 0.00473511226482	verfestigen 0.00462394782023	pubertär 0.00431305692971
topic736	gen 0.151279153276	erste 0.140506076491	sequenz 0.049545539926	ausgereift 0.0379434953951	stammzelle 0.037049723389	schwenken 0.033205663725	kinderarzt 0.0327935548163	kernel 0.0321873832904	neugeborene 0.0315554102429	preisgekrönt 0.0311998030539	sierra 0.0251720481386	beschreibend 0.0197727227615	embryonal 0.0193820265978	unentdeckt 0.0180959358768	veranstaltet 0.0165989129489	angeboren 0.0160078031418	versiegelung 0.0145546152549	kohlensäure 0.0142967714511	bluttest 0.0128585958843	mülheimer 0.0114033814103	regenwurm 0.0108471922694	reifung 0.0106472016845	behandelbar 0.00957251980162	knuffig 0.00926488814029	förderangebot 0.0091848278794
topic737	zeitraum 0.328099985703	pass 0.117466966169	anweisung 0.115186929203	knacken 0.0387560381558	hörsaal 0.0303000173926	magnesium 0.0255961056808	strukturieren 0.0207470082116	mieterhöhung 0.0194286637324	spannender 0.0178414770878	friedensbewegung 0.0175602878468	zivilisiert 0.0149808624955	sympathisant 0.0141847763052	videoüberwachung 0.0140164912705	rage 0.0125998385825	mietspiegel 0.0112647784817	versöhnen 0.0109894431796	lauftraining 0.00994762537954	scharia 0.00990828418669	kripo 0.00957924355267	nachsetzen 0.00753662546951	neuburg 0.00696387576885	merkzeichen 0.00649411958338	bundesweiter 0.00646011685273	booster 0.00637345280555	vorladung 0.00595361557003
topic738	bewertung 0.268856461572	hilfreich 0.193877095327	bewerten 0.177446614354	zielgruppe 0.105428963155	warnung 0.0478662838964	empfehlenswert 0.0418708821293	fachmann 0.0401570098858	spambot 0.0241245128355	eingegeben 0.0141637307994	verkleinern 0.011363831063	deklarieren 0.0110030607102	mitfeiern 0.00825430523281	flutkatastrophe 0.00783620235761	buchhalter 0.00643430479082	schwarzweiß 0.00575820184965	kontostand 0.00519998320205	schaudern 0.0034627855375	arbeitnehmervertretung 0.00335386110677	untermieter 0.00333601064805	rechtspolitisch 0.00323720295012	fehlerkorrektur 0.0030928526696	kundenbewertung 0.00296172493557	neonröhre 0.00239060528285	festlegen 0.00164250527649	preissuchmaschine 0.0010631800689
topic739	salz 0.0479455500314	lassen 0.0475168395213	schneiden 0.0439970762646	minute 0.0321638089085	geben 0.0304183231705	butter 0.0277242825175	pfeffer 0.0229072320359	backen 0.0205371554109	mehl 0.0169363398936	wasser 0.0156379791801	gut 0.0142278515284	klein 0.0132172072079	backofen 0.0131211598693	heiß 0.0114908931419	topf 0.0114749116268	erhitzen 0.0114057342956	legen 0.01127559123	scheibe 0.0108911733722	schüssel 0.0108765094506	ofen 0.0103565104614	restlich 0.00954573162772	knoblauch 0.00936727796414	zitrone 0.00926612952728	nehmen 0.00925896587804	kalt 0.00924233723074
topic740	fahren 0.564635307856	fahrt 0.121279849936	strecke 0.0190289860153	taxi 0.0176772623039	stau 0.0113122038762	abfahrt 0.00961715084042	verkehren 0.00959545402227	gepäck 0.00842238838187	jugendherberge 0.00820171569438	bus 0.00779562841941	schwimmer 0.0065898268313	schlendern 0.00600245607995	besteigen 0.00589288609534	gehen 0.00588563065914	nehmen 0.00536167335861	neuhausen 0.00514731734047	erreichen 0.00447169847143	rückreise 0.00442050806033	ziel 0.00437904103202	bummeln 0.00415640135509	kurz 0.00386689218853	zugfahrt 0.00365501489102	chilenisch 0.00362717467834	steigen 0.0036268402213	bewirtung 0.00350370843431
