topic0	person 0.627751497261	station 0.101745998057	tisch 0.0710641622775	indisch 0.049798837081	stuhl 0.0336375040878	trauern 0.011898032084	beantragung 0.00856376178643	lauenburg 0.00797185187274	eindecken 0.00577800641002	münster 0.00560455078193	zweistündig 0.00554623197539	inklusiv 0.00536766451862	esstisch 0.00527106974502	freifläche 0.00488931548139	urlaubsreise 0.00467397636838	gesamtleistung 0.00388982302785	backend 0.00384235684505	festplatz 0.00330727778115	darlehensvertrag 0.0026364915709	crewmitglied 0.00262108017865	sondergenehmigung 0.00231921531035	beengt 0.00229594651786	scheibenwischer 0.00219458062479	stiege 0.00208959206841	weserbergland 0.00208942736894
topic534	gehen 0.045717277616	machen 0.0372404187851	kommen 0.0313948512265	bekommen 0.0265968118679	gut 0.0233422985234	denken 0.0160406355119	wissen 0.0159956197725	woche 0.0144519488991	sagen 0.0137494978904	lassen 0.0121863343316	einfach 0.0120730832732	tag 0.0111094071896	zeit 0.0104887700685	meinen 0.0099418172355	letzt 0.00988071903737	nah 0.00960603379429	wirklich 0.0094662791147	sehen 0.00909769877041	gleich 0.00874956944822	ganz 0.00865592466103	haben 0.00845586006651	schnell 0.00842958570089	richtig 0.00828356213222	hoffen 0.00809558428123	jahr 0.00787684348323
topic535	gedicht 0.119354212245	lied 0.0941090816931	dichter 0.0659732002169	dichtung 0.0514850400182	erzählung 0.0389517829035	vers 0.0347774557641	literarisch 0.0326526863095	zyklus 0.0310313546659	sprachlich 0.0255316303978	poetisch 0.023732949102	des 0.0204381565764	zusammenfassen 0.019471836144	schreiben 0.0166067615746	sprache 0.0158483429482	reim 0.0157945417294	strophe 0.0156910366657	vortragen 0.0150525801912	exil 0.014167559791	ost 0.0138571898784	sehnsucht 0.0127648156984	zeile 0.0111128298235	literatur 0.00997322309144	lyrisch 0.00958338272832	rhythmus 0.0094960487375	darbieten 0.00907151058334
topic536	rentner 0.0794984737498	altersvorsorge 0.0583066259064	weitergehend 0.0567277324059	ehepaar 0.0556223062102	überarbeitet 0.0530910876967	überarbeitung 0.0502348752883	dreifach 0.0475996967196	durchdacht 0.0353626130501	internetpräsenz 0.0265795768245	altersversorgung 0.0263174234098	pauschale 0.0259172594606	kapstadt 0.0224841612502	laster 0.019639259568	pensionskasse 0.0193540652541	einzahlen 0.0169397762808	sicherheitsvorkehrung 0.0140995821687	allrad 0.0122598938113	paragraf 0.0117675147827	raffinesse 0.010551931875	baumbestand 0.0104701819905	apartheid 0.00972363899851	rentenalter 0.0095643053302	geschäftshaus 0.00923695355273	schleichend 0.00914367739245	rentenanspruch 0.00843786299301
topic537	resonanz 0.121478318428	erfassen 0.0951307777638	putzen 0.089684262412	einloggen 0.0766785636663	hörspiel 0.0677104314859	erotisch 0.046705759249	bekanntschaft 0.045385310099	überspringen 0.0360031294625	abstract 0.0257467926147	bösartig 0.0239285696435	spucken 0.0226690754005	spülen 0.0161377820375	mal 0.0157829519096	selbstgebaut 0.015098973548	prunkvoll 0.0148551564637	linzer 0.0142649680303	firmenlogo 0.0138444648232	abdrehen 0.0137430663092	psychopharmakon 0.0134624949858	unbekümmert 0.0132120837782	schüchtern 0.0129396148051	lärmbelästigung 0.0123655378912	lassen 0.0123361987124	fühlbar 0.0123026945006	fachausdruck 0.0122491106325
topic538	zeitung 0.274778163269	berliner 0.255585654806	allgemein 0.140138100707	süddeutsch 0.028401507882	frankfurter 0.0265690766544	gedruckt 0.0208658957984	publizieren 0.0202808012204	zitieren 0.0190755097042	anstoß 0.0115649067683	feuilleton 0.0104160749759	gedankenaustausch 0.00977533633639	vorläufer 0.00947123230701	biologe 0.00879559582402	vorenthalten 0.00775872077825	publizist 0.00772503319052	taz 0.00768024015577	verleger 0.00730025717747	grauzone 0.00703861155437	verbrennungsmotor 0.00649203555046	krisenzeit 0.00639432914865	ungeniert 0.00580427436446	sonntagszeitung 0.0054921214295	machtergreifung 0.00495281617541	genuin 0.00494259151677	umbruch 0.00483357910441
topic539	bewohner 0.16536529066	ausstattung 0.112700442135	auftraggeber 0.101382464772	ansprechend 0.073222882467	zeitgemäß 0.0606062508193	vergrößern 0.0586268132915	deutschlandweit 0.0447129480658	kapelle 0.0369834394371	einweihung 0.0335678887341	anwesen 0.0315518638823	neumarkt 0.0238933207639	kinderzimmer 0.0228785830253	bauzeit 0.0214990115211	dekan 0.0191380202361	herzstück 0.0183601164276	granit 0.0146247225198	standhalten 0.0134766083349	arbeitsort 0.0120330345328	wohltat 0.0111546262157	unzugänglich 0.0104076217241	tombola 0.00941448956242	gewand 0.0088801036521	schlund 0.00773716012404	prominenz 0.00749128270868	umrahmung 0.00615524504016
topic540	helfer 0.222872779576	neutral 0.131719073268	zusammenstellung 0.052091521354	partikel 0.0409207985717	quartett 0.0350438705372	zehnjährig 0.0301753869254	helferin 0.0285302105849	rütteln 0.0265150923523	repräsentieren 0.0238025935898	verabschiedung 0.0235958841699	leichtfertig 0.0199948310925	leader 0.0197716648329	reduktion 0.0176334568806	volumenstrom 0.0164316584219	mehrarbeit 0.014249165342	nachfolgerin 0.0140109242407	adhs 0.0132708348283	sentimental 0.0131157563396	korrigiert 0.0123978323748	zusatzinformation 0.0122633064336	studentenwohnheim 0.0103127020181	verfälschen 0.00988407260662	zweckentfremden 0.00931460466246	leistungsvermögen 0.00882965721951	schachspiel 0.00861321415957
topic541	höhe 0.223915523271	breite 0.0783308049617	betriebsrat 0.0664000951165	betragen 0.06635372157	tiefe 0.0608188459902	messen 0.058492568793	ozean 0.0315709928873	maßstab 0.0282361764728	satellit 0.0256668264373	geographisch 0.0219764028475	sonnenlicht 0.0166819347437	kreditnehmer 0.0159859704422	genauigkeit 0.0152292488415	warentest 0.0122514505916	ablesen 0.0118368580855	gefürchtet 0.0106420412235	lebenszeit 0.0101333203797	polar 0.00990344755421	sporadisch 0.00975472131951	stickstoff 0.00921250658863	meerwasser 0.00887817491999	hundertprozentig 0.00800848303453	ankurbeln 0.00797669099598	aufgelöst 0.0075806073538	maß 0.00744512722274
topic542	gehen 0.0362888716649	kommen 0.0226048950499	geben 0.0161958486932	schön 0.0158998039779	machen 0.0157176965123	gut 0.0156128819253	fahren 0.0150015810939	klein 0.0138457517419	nah 0.0119905264533	erst 0.0118429307881	kurz 0.0113035298959	wetter 0.0106570575201	sehen 0.0106186150975	tag 0.010213608467	regen 0.0100932510777	letzt 0.00975479190816	stehen 0.00952141349578	sonne 0.00786493736357	zeit 0.00784908089161	haus 0.00770332460846	spät 0.00724892093816	stunde 0.00706490156055	gleich 0.00630774402173	weg 0.00611807105742	lassen 0.00611573470356
topic543	see 0.253364908852	messe 0.245714930779	suite 0.0464834151839	sauna 0.0433646194016	finnisch 0.039483785125	appartement 0.0385312298695	doppelzimmer 0.0352608635566	anbindung 0.030201007524	luxus 0.0288767068601	einzel 0.0272614231241	zulage 0.0153951579871	messegelände 0.0140782726075	ausklang 0.0129486638434	solarium 0.0128430247778	arbeitsfläche 0.0104062754761	ersteller 0.0103863936867	fön 0.00987354095203	internetzugang 0.0089363084313	behaglichkeit 0.0088208223233	wasserwirtschaft 0.00858005858302	mollig 0.00796830975212	bundeshauptstadt 0.00791897739549	taxe 0.00771020852096	dusche 0.00744080317553	hochbau 0.00736340000684
topic544	verbindung 0.377040506791	akku 0.106421893015	verbinden 0.0721364114921	reichweite 0.0477630284078	port 0.0469874849768	client 0.0461783200841	router 0.0445519899089	waschmaschine 0.0366160744318	passiv 0.0231824136018	aufladen 0.0183137095035	http 0.0127926710227	ingenieurbüro 0.0112510193763	klemme 0.011065455391	tiefgarage 0.0106444097512	geschirrspüler 0.010336174337	einsatzbereit 0.0100961961145	planmäßig 0.00998298790657	eingrenzen 0.00824804338139	internetverbindung 0.00728295611165	trockner 0.00701011310135	herstellerangabe 0.00678002438856	selbstversuch 0.0062765692207	verbunden 0.00615813418923	grundsteuer 0.00411245905375	ladekabel 0.00382906746439
topic545	wetter 0.212261226012	gratis 0.110187064426	wartezeit 0.0683672177038	buchung 0.0675329197583	koffer 0.0458508803055	stellplatz 0.0308392381888	einkaufszentrum 0.0298097079411	verspätung 0.0287538701127	gymnastik 0.0251816094714	schachtel 0.0232383644672	tester 0.0227721914505	buchbar 0.0222960921075	lehrende 0.0212347597217	reservierung 0.0207169105942	renovierung 0.0201719142859	vergünstigung 0.0168374450582	wetterlage 0.0133752612759	fahrtkosten 0.0133523893721	wassertemperatur 0.0130452673237	bürgerforen 0.011128094126	regenzeit 0.0109004685181	wechselhaft 0.00977177196796	reisebus 0.00972017763998	zielort 0.00966529839842	mitnahme 0.00955057070285
topic546	meer 0.0894170122027	strand 0.0840274108744	bar 0.0672573205309	tourist 0.0359567771935	pool 0.0343967015179	villa 0.0300411283562	café 0.0186098281689	bucht 0.0155257061462	attraktion 0.0140774082897	restaurant 0.0132580592952	kathedrale 0.0126160939674	touristisch 0.0121751279809	kreuzfahrt 0.0120685588524	lake 0.011988950109	geben 0.0116040211255	sandstrand 0.0113444706147	ort 0.0112257196784	kneipe 0.0107582521489	luxuriös 0.0103503868146	einheimische 0.0102341923711	sehenswürdigkeit 0.00967453392448	stadtplan 0.00943868763782	allee 0.00890119926126	reiseführer 0.00827868579421	shopping 0.00803628257716
topic547	radio 0.314150754459	fach 0.164128773582	hörer 0.0578642767387	studentin 0.0568313840745	schwingung 0.0425809191884	vielerlei 0.0387070610933	geneigt 0.0351853560335	lehramt 0.0346184938438	einsehbar 0.023663964088	hinsicht 0.0225353124228	schulform 0.0214976766799	reglement 0.016756621133	instruktion 0.0147451820249	studienjahr 0.012990950129	vorankommen 0.0125018902332	prüfungsordnung 0.011860296488	beweggrund 0.0108322842325	privatrecht 0.00860155625191	hüter 0.00810530207081	allererst 0.00804387578829	masterstudium 0.00762871481611	wohnviertel 0.00674504494507	rechtswissenschaftlich 0.00589387339718	europarecht 0.00579110620984	blaupause 0.00569282214146
topic548	elektrisch 0.0547167045845	atom 0.0337317557593	teilchen 0.0267388319249	frequenz 0.0254326067757	strahlung 0.025404616005	sauerstoff 0.0240840241713	elektron 0.0202072208191	materie 0.019044185697	erzeugen 0.0177382525203	ladung 0.0162071829707	feld 0.0146600388077	substanz 0.0145226553488	entstehen 0.0144161814233	impuls 0.0135715565439	strahl 0.0127937132621	magnetisch 0.011950531963	spektrum 0.0117318997385	klein 0.0115115522599	wasserstoff 0.0113626995428	chemisch 0.0110924086192	elektromagnetisch 0.0102012615919	brennstoffzelle 0.0100271300822	wechselwirkung 0.00973992583683	energie 0.00946367156586	eigenschaft 0.00942984459615
topic549	holz 0.333945489098	magazin 0.208677226787	buche 0.0708385984453	hölzern 0.0298025785709	porzellan 0.0223415662657	speer 0.0197369911865	leserbrief 0.0194255957449	starke 0.0172286858425	farblos 0.0148729379323	typus 0.0132169663593	nieder 0.0120700885663	verleumdung 0.0106611753037	erstausgabe 0.0104332709574	ressentiment 0.0101890454369	kartell 0.00963197345858	unschuldige 0.00927757884368	umrahmen 0.00856029188394	medienlandschaft 0.0085231305512	stack 0.00760421171959	literaturverzeichnis 0.00694413794204	zwischenbericht 0.00677358607581	fertigstellen 0.0067113142033	rechtwinklig 0.00664185904148	hochaktuell 0.00625500634202	bediener 0.00600996690724
topic550	hut 0.149790987705	faktum 0.136645057435	aussetzen 0.0611980458947	hochladen 0.0587648257725	ausscheiden 0.0396450815996	fakt 0.0383538347599	kanone 0.0372675881884	drei 0.0335883740448	dürftig 0.0313827207571	quark 0.025972940358	schmälern 0.0208296065453	befriedigen 0.01896777885	bedenkenlos 0.0181121129753	gage 0.0177324175382	sinnlos 0.0176687658333	obskur 0.0164660425509	indiz 0.0149550556959	werber 0.0148499471191	volltreffer 0.0144400545605	untauglich 0.0141154016329	nordlicht 0.0135315391784	champ 0.0128426149715	unbeeindruckt 0.0126960793739	gänze 0.0122612938117	bohle 0.0118907636546
topic551	hund 0.496405453895	leine 0.0329628377165	hündin 0.0313157495361	besitzer 0.02813759083	lassen 0.015446847179	gut 0.0106696759548	verhalten 0.0105937439852	mensch 0.00943056963534	zeigen 0.00901696655029	futter 0.00843136938854	laufen 0.00790250737872	finden 0.00786678186585	beißen 0.00778461670367	geben 0.0077334464744	situation 0.00759075962431	bleiben 0.0071538952643	ruhig 0.00660507923876	gehen 0.00650083829352	ängstlich 0.0062218111011	angst 0.00603070125646	tierarzt 0.00587557099038	problem 0.00529089667834	fremd 0.00462575567532	richtige 0.00455401434294	richtig 0.0043670683806
topic552	ziel 0.107755678486	strecke 0.102716376176	kilometer 0.0818617414708	lang 0.0720977191647	erreichen 0.0415653081412	schnell 0.0404080341959	fahren 0.0373116295418	kurz 0.031344734841	zeit 0.0265823071768	stunde 0.0259942629277	sekunde 0.0189997308772	start 0.0159345794539	abfahrt 0.0132484411147	starten 0.0115518187104	überholen 0.0111467655973	knapp 0.0107009027795	gehen 0.0096222867002	distanz 0.00928841090642	höhenmeter 0.00831792237907	steigung 0.00766440141949	weg 0.00723895363699	tempo 0.00704329063791	letzt 0.00596271387209	erst 0.00564655014138	anfahrt 0.0053514270387
topic553	objekt 0.242432018528	element 0.211624810773	format 0.117289521258	eigenschaft 0.0655838006032	list 0.0565028393751	url 0.0432557901884	beliebig 0.0367868256647	überschrift 0.0337756731999	referenz 0.0281270365548	fügen 0.0213234188551	template 0.016434954127	simulieren 0.0149955710104	koordinate 0.0137228754969	type 0.0102345787358	variabel 0.00942708808426	gastbeitrag 0.0072508630993	erzeugen 0.0069626430969	helium 0.00619956031834	vorhergehend 0.00594684317734	existierend 0.00559350266745	nullpunkt 0.00446861266704	abnorm 0.00371957588504	realisieren 0.00360887117746	konstituierend 0.00305069970687	webanwendung 0.00295393450462
topic554	digital 0.363993362256	analog 0.149824192104	dokumentieren 0.0847165185511	ermöglichen 0.080149685806	merkmal 0.0546067680238	kostenpflichtig 0.0365960222866	notieren 0.0305984588534	datenbestand 0.0278227471026	panel 0.0247027287905	gala 0.0166424758342	fachmännisch 0.0158469315448	gutscheincode 0.0153762161373	reißverschluß 0.0100056148608	echtheit 0.00928141637699	datenverlust 0.00922586382078	digitaldruck 0.00786517651466	umgangssprache 0.00678365902845	breitgefächert 0.00510762815213	druckpunkt 0.00471559111148	spreizen 0.00394329250308	einwohnermeldeamt 0.00384564690248	bekannt 0.00329279430175	überflügeln 0.0029757490969	gehören 0.00278054027124	schaltschrank 0.0027770130723
topic555	teil 0.218733243142	angabe 0.128635698639	vollständig 0.0352089489514	umfang 0.0292111187034	genannt 0.0243128717243	entsprechen 0.0212747797188	bestimmung 0.0205135849149	einzelheit 0.0165299788811	übrig 0.0164545393761	einzeln 0.0156140247286	entnehmen 0.0141033974994	uneingeschränkt 0.0140581648152	gesamt 0.0126334869474	internetangebot 0.0117398296388	dritt 0.0111474257267	gesondert 0.0110578182552	gesellschafter 0.0109383900671	gültigkeit 0.010909271281	rechtsstreit 0.0106393903865	beschränkt 0.0104202734804	vorliegend 0.00998536841332	unterliegen 0.00967067012078	eigentümer 0.00959272579774	verwendet 0.00948343002581	schluss 0.00905728057543
topic556	park 0.371297841512	nest 0.0666301920041	pol 0.0597421211205	eisbär 0.0433505370481	gefährdet 0.038267261118	dekoration 0.0344781054939	regenwald 0.0321102310606	wirkungsvoll 0.0292754561975	altern 0.0291520241042	alpin 0.0271209155223	klassenstufe 0.0252482881716	hektik 0.023567017364	pose 0.0227781618278	managen 0.0210488896479	erfolgsfaktor 0.02021405607	diode 0.0166260501082	knick 0.0142145902089	promille 0.0121656236724	swimmingpool 0.0120496302281	boutique 0.00858148843323	fanartikel 0.00826921899479	meisterstück 0.00822550298197	bedeckt 0.00694388605633	sonnenaufgang 0.00679441454707	gorilla 0.00658461866752
topic557	islam 0.0617635169883	vielfalt 0.0616779061681	islamisch 0.0569574678174	herkunft 0.0548456172837	anerkennung 0.0513780544829	minderheit 0.033525299676	migration 0.0329265980031	muslimisch 0.0290933989516	fremde 0.0267649593574	migrationshintergrund 0.0262984076684	rassismus 0.0246903996682	moschee 0.0227444821664	kultur 0.0223904087944	einwanderer 0.021130960552	orient 0.0204691052365	zusammenleben 0.0194896285581	koran 0.0188524912417	muslim 0.0187911500274	integration 0.0147987852938	erwachsenenbildung 0.0139501378248	fremd 0.0123990649548	kulturell 0.0119649213419	kopftuch 0.010961702508	religionsgemeinschaft 0.0107294707552	religionsunterricht 0.0106814434126
topic558	anwalt 0.0616809452316	rechtsanwalt 0.0363197625546	frage 0.0318576083995	wenden 0.0293225897742	mandant 0.0255996345764	ratsuchende 0.0195149024715	thema 0.0176269542431	helfen 0.0130903842284	entsprechend 0.0124784168914	gerichtlich 0.011872536738	beraten 0.0117727307821	kanzlei 0.0102231517727	stehen 0.00909669225569	ehepartner 0.00762921786114	weiter 0.00708029404954	beratung 0.00665298117552	rechtlich 0.00664004281162	unterstützen 0.00640553706624	außergerichtlich 0.00638073812864	anspruch 0.00615179188316	sorgen 0.00597078540736	vertrag 0.00561979532877	seite 0.00558632790204	jurist 0.00553161456634	spezialisiert 0.0053066906692
topic559	mission 0.128494256905	kern 0.0874550656296	vorgänger 0.0566657039646	rollenspiel 0.0434008575514	explosion 0.0405318011498	gameplay 0.0364667668712	raumschiff 0.034965068037	ghz 0.0315478829615	zerstören 0.0283692935001	faszinieren 0.0256059607946	karlsruher 0.0247410153359	sprengen 0.0236387635029	videospiel 0.0227784591601	shooter 0.0221777251712	kinderspiel 0.0198434271373	screen 0.0195578098077	ranger 0.0189759381907	bot 0.0183528228648	bridge 0.0177951608976	unmissverständlich 0.0172613418494	invasion 0.015676924218	verloren 0.0129791135687	chipsatz 0.0120667375839	untertasse 0.0118151966104	ambivalent 0.0112374357374
topic560	haar 0.150756127453	flugzeug 0.0970027838613	fliegen 0.0879897463522	pilot 0.0524897057289	gramm 0.0478867223136	wiegen 0.0397284552088	landen 0.0314000100895	flieger 0.0299854538247	style 0.0268011610781	look 0.0255206267399	flug 0.0237422399745	luft 0.0234576433147	hubschrauber 0.0231890151469	landung 0.0224956947726	fliegend 0.0220965759863	schweben 0.0133292247098	färben 0.0123942169455	bomber 0.0115007296115	rotor 0.0112322589486	promi 0.0111963743031	kleiden 0.0110963117124	triebwerk 0.0109063066179	torpedo 0.0100813808634	drohn 0.00928469345407	absturz 0.00918597588023
topic561	bund 0.318841504072	polnisch 0.12516779694	bilanz 0.073112527154	zusage 0.0547789513397	aufsichtsrat 0.0504739581953	aktionär 0.0354109462833	steuerzahler 0.0353312115412	bürgschaft 0.0289891295345	crack 0.028647255899	hauptversammlung 0.0268228398251	nichtig 0.0199933323167	zusammenführung 0.0157429872691	gestapo 0.0150073495354	staatsbürgerschaft 0.0144480203348	hochtour 0.0136819663416	schieflage 0.0116820763525	wandfarbe 0.00976156442889	kontrolleur 0.00966357363677	überführen 0.00950913214803	schadenersatzanspruch 0.00802863349226	einheitlichkeit 0.00707578956379	agonie 0.00687194129241	milliardenhöhe 0.00595933024281	geldinstitut 0.00574508165115	befangenheit 0.00556807348173
