topic0	intern 0.239484975317	sperren 0.0527377663754	klinikum 0.0406459347849	sperre 0.0385961572507	freigeben 0.0337921961521	heidelberger 0.0260115725237	touchscreen 0.0242914141708	memory 0.0240189468173	nokia 0.0237664681216	verlegen 0.0229396612029	kies 0.0205938734228	editorial 0.0180266538965	dicke 0.0177676099026	speicherkarte 0.0167245921903	mitbewerber 0.0159649408145	anfangszeit 0.0143081743988	schreibend 0.0136930558746	eingabefeld 0.0133623884308	lesend 0.0120979203411	privatleute 0.0110862821355	sortiert 0.0103372261536	ambulanz 0.0102915120182	verfuegung 0.00995531732395	überprüft 0.0097918772061	gemeinschaftsprojekt 0.00963115893689
topic268	hoch 0.0458294284997	jahr 0.0160720571124	stark 0.0157520901698	deutlich 0.01480157663	gering 0.012882515086	steigen 0.0118269422487	liegen 0.0112756981293	anteil 0.0111625699424	niedrig 0.0100588873194	entwicklung 0.00878656947044	groß 0.00795814979092	steigend 0.00792749341119	weit 0.00750366355344	fonds 0.00713086502736	gut 0.00694781168738	führen 0.00661776495099	erhöhen 0.00658257165774	erheblich 0.00618017579056	langfristig 0.00614125035778	wachstum 0.00610082756819	wirtschaftlich 0.00591183433573	zunehmend 0.00579051771441	letzt 0.00577539490784	folge 0.00537339579182	kommen 0.00537273702591
topic269	trainer 0.15775928362	logo 0.114087737809	kader 0.0650743822239	schiedsrichter 0.0430456118425	coach 0.0423641191634	aktive 0.0325908530122	heu 0.0322221000772	dom 0.0316186358401	hausherr 0.0287919267695	bezirksliga 0.0257562328395	aufsteiger 0.0255325680616	trainerin 0.0248859361189	spitzenreiter 0.0203930319818	jahreshauptversammlung 0.0191974953406	deich 0.0186013878082	spielweise 0.0153293041183	einfahren 0.0150514187481	grafiker 0.0129806396107	tabellenplatz 0.0129001916653	unhaltbar 0.00972150794799	tabellenzweite 0.0096055165007	altersstufe 0.00937813790707	zeltplatz 0.00907604675913	mittelschwer 0.00867479807043	anfeuern 0.00862461710166
topic270	gutachten 0.0851973747037	last 0.077409830064	akt 0.0678722825713	garantie 0.0650871457151	ehe 0.0620721209123	selbsthilfegruppe 0.0549625424382	unterbringung 0.0481997656186	ehegatte 0.0449282867308	ehefrau 0.0275660831453	ehemann 0.0248491079801	trennung 0.0214801241133	scheidung 0.0165189169089	eheleute 0.0147035644203	verfassungswidrig 0.0134357759541	namentlich 0.0132608602344	pauschal 0.0118625841013	erfüllt 0.0105221264671	merkblatt 0.0100709365625	weiterführung 0.00978259249269	augenzeuge 0.00925758725622	schriftstück 0.00907431571832	reglement 0.00865496333963	ehelich 0.00845820836701	entlassung 0.00819591434783	staatsministerium 0.00765071542828
topic271	information 0.155801943482	finden 0.098263939631	aktuell 0.0684819503701	informieren 0.0370143833708	weit 0.0350961848858	thema 0.0301166528294	neu 0.0196599035077	bieten 0.0187383412003	portal 0.0177381956585	netzwerk 0.0167038233968	info 0.0131683913915	interessant 0.0131144780412	geben 0.0124356463422	kostenlos 0.0116531650508	broschüre 0.00912274176414	wichtig 0.00888401934384	tip 0.00854506783937	direkt 0.0081129983332	übersicht 0.00808255845978	ausführlich 0.00797219301754	angebot 0.00795363372536	bereich 0.00737257789936	weiterführend 0.00718785120136	hinweis 0.00701052485449	internetseite 0.00700387736328
topic272	linie 0.321867976523	kreuz 0.151808182322	location 0.0384488383595	safari 0.034733612827	mainzer 0.0273031364089	rheinisch 0.025039922662	reformation 0.0226431002275	landeskirche 0.0220963086966	afghanisch 0.0215932136991	adventszeit 0.0148783335671	bürgerhaus 0.0133007574348	reell 0.0115881464227	fallout 0.0108903567282	entspannter 0.00996835862654	flag 0.0087991969604	busreise 0.00858029842212	missgeschick 0.00854012606296	zwiespältig 0.00833335264612	auslandseinsatz 0.00814963957627	diashow 0.00792210836155	posaunenchor 0.00758280997668	jenaer 0.00733861186495	komprimiert 0.00718030291199	missionar 0.00682271607947	lehrauftrag 0.00645527364449
topic273	mark 0.148119736307	kirchengemeinde 0.0548151056522	nord 0.044831873346	wandern 0.04006787518	tennis 0.0213330191541	canyon 0.0206358925853	attraktion 0.0205024774904	rucksack 0.0201884722971	ausflugsziel 0.0197844600766	besucherzahl 0.0192470815076	teilstück 0.0191763218008	sonstige 0.0189622221171	tischtennis 0.0188965653803	einplanen 0.0185572936288	gemeindehaus 0.0177734926206	kirchenkreis 0.0177668183237	bestechen 0.0168920482484	mitarbeitende 0.0154422983443	preisgeld 0.0153319991544	trip 0.0148391251631	kulturgut 0.0139366209338	steinig 0.0130638331525	nachbau 0.0127810045157	boulevard 0.011973821165	entzünden 0.0119485247377
topic274	kind 0.299666741471	eltern 0.0641037462557	jugendliche 0.0424008877311	erwachsene 0.019520913979	jahr 0.0186830518248	kindergarten 0.0158382167829	geben 0.0104470576186	mädchen 0.0100536676084	junge 0.00962605229154	gemeinsam 0.0083071858326	alter 0.00797467387208	jung 0.00774565722044	klein 0.00747005524092	familie 0.00712875534587	erzieherin 0.00634375961306	lernen 0.00581082374998	eigen 0.00553117628261	lehrkraft 0.00465705353923	gruppe 0.00456007041397	finden 0.00454415938033	kid 0.00447379420111	erziehung 0.00430297044273	jugend 0.00415136525739	jugendamt 0.00408318318485	groß 0.00401492654304
topic275	begriff 0.0172295156802	form 0.0139369406901	bedeutung 0.010355608518	sinn 0.00961773422347	eigen 0.00846143573286	weise 0.006644326389	art 0.00611556605495	lassen 0.0060688099703	zusammenhang 0.00586619628849	sprache 0.00575196982843	ausdruck 0.00533991597167	verstehen 0.00515843058475	bild 0.00487664031257	beziehung 0.00486181429796	blick 0.00473492884762	vorstellung 0.00472042031877	text 0.00463377260648	entstehen 0.00462600299589	zeit 0.00443736436834	gehen 0.00441497521781	erscheinen 0.00436367923569	bestimmt 0.00430164214009	verschieden 0.00427716528701	wort 0.00415495541101	gegenstand 0.0039607704698
topic276	studie 0.0465643901585	untersuchung 0.0341710346027	ergebniss 0.023845881889	zeigen 0.0197149584891	hoch 0.0117721154387	störung 0.00966117170096	veränderung 0.00894524667888	jahr 0.00879341003891	einfluss 0.00833853153074	untersuchen 0.00826712865151	zusammenhang 0.00780371139102	gen 0.00776825738037	häufig 0.00761478627837	forscher 0.00667979939568	faktor 0.0065153903885	risiko 0.00645070888037	deutlich 0.00624080822959	genetisch 0.00618598248017	analyse 0.00612558034307	ergebnis 0.00599380667458	wissenschaftlich 0.00593138816446	depression 0.00590393107812	führen 0.00588167276552	lassen 0.00546751437477	rolle 0.00532823572353
topic277	russisch 0.14664469695	spanisch 0.132598230562	übersetzung 0.0997930027508	übersetzen 0.0464286482979	chip 0.0330045416069	elefant 0.0290800893973	russe 0.0285883159941	übersetzer 0.0281222539335	wörterbuch 0.0233994448599	spanier 0.0209464241468	englische 0.0205623416913	ukrainisch 0.0195478656414	fashion 0.017128014111	gymnastik 0.0165194547903	talk 0.0149142894009	kroatisch 0.0129054471849	karotte 0.0115602271777	gliedern 0.0111069462312	vergoldet 0.00975835567937	asiatisch 0.00965081331036	reisepass 0.00927595038479	nahrungsergänzung 0.00917951370466	rußland 0.00910435684973	gesetzestext 0.00867453792114	storch 0.0085629480625
topic278	angestellte 0.0732201458431	honorar 0.0446003134455	leitend 0.0439193612921	bleibend 0.042090928707	senator 0.026966573298	volkshochschule 0.0247848648219	aue 0.0231107513044	zweifelsfall 0.0217314263216	ressort 0.0210160926216	erörtern 0.0154671105021	asymmetrisch 0.0151543165511	paradox 0.0146557076496	ureigen 0.0140889225062	diktat 0.0138403217158	beharrlich 0.0137795062112	reisekosten 0.0137436864792	auftreiben 0.0132136489514	entlassen 0.0128213815816	durchsicht 0.0125358978763	manufaktur 0.012413527214	ausrufen 0.0119958763481	überführen 0.011872787787	abstinenz 0.0110920092968	angefertigt 0.0109211712166	leitender 0.0105080512501
topic279	wirkung 0.0389608357238	zelle 0.0341198545666	mittel 0.031159763431	medikament 0.0277197186082	wirken 0.0232931333201	blut 0.0222128184556	körper 0.0189387163742	apotheke 0.016996823525	nebenwirkung 0.0138179392075	reaktion 0.0131691185768	arzneimittel 0.0119807675977	helfen 0.0117776428826	organ 0.0114294740776	gewebe 0.011155385907	immunsystem 0.00971167549486	anwendung 0.00923221301417	einnahme 0.00914863763638	nehmen 0.00912069358226	darm 0.00854388389463	substanz 0.00788599704419	dosis 0.0077171229193	lunge 0.00743221025358	wirksam 0.00733177498603	stark 0.00670832091591	antibiotikum 0.00667957952091
topic280	album 0.0547055272348	song 0.0474372808972	band 0.0398608769533	neu 0.0369359963737	jahr 0.0220206234097	erst 0.0137523360695	geben 0.0136467955033	platte 0.0115813244635	single 0.0109471189674	gut 0.0106888088308	studio 0.0100787267317	kommen 0.00974993656638	rock 0.00973568565379	label 0.00916328725946	live 0.00914209802005	titel 0.00889359358657	track 0.00853422039762	erscheinen 0.00824692097507	cover 0.00822609879182	fan 0.00768746834613	letzt 0.00767012035883	zeit 0.00753377824282	hit 0.00645012138058	name 0.00640592795351	cds 0.0058852809974
topic281	schaden 0.115557740186	versicherung 0.0784667487774	risiko 0.0495888616292	unfall 0.0492160565232	gefahr 0.029921959766	sicherheit 0.0161241424858	versicherer 0.0158529531602	biene 0.0143655997576	vorsorge 0.0138513743559	schutz 0.013684539127	abschließen 0.0130282243508	altersvorsorge 0.0127885990336	fall 0.0105987097328	absicherung 0.0105449229771	gentechnisch 0.00965992816453	bergen 0.00943714299222	schützen 0.00911825019627	lebensversicherung 0.00898434151128	verändert 0.00895836502337	sicher 0.00845114291621	notfall 0.00813919032963	versichern 0.00787598754253	absichern 0.00773581157049	sims 0.0076139441673	wichtig 0.00739532306159
topic282	essen 0.27185265201	fisch 0.153742430093	schokolade 0.0391068310881	fangen 0.0369489534106	eisen 0.0340680151838	eis 0.0232395120621	fischen 0.0217216866362	rute 0.0174423099553	fang 0.0158460642817	schnur 0.0147244149754	pflaster 0.013596639453	beißen 0.013070709376	essener 0.0121314270335	fuchs 0.0114377120622	splitter 0.0104764540445	aal 0.0102435326821	schwarm 0.00988672099189	isländisch 0.00951902830604	ohnmächtig 0.0078482097223	zeche 0.00779701504767	schwefel 0.00747549265112	schwimmen 0.00725594824525	bluten 0.00698650059718	teuflisch 0.00657568032507	maul 0.0064736497164
topic283	telefon 0.314993973133	fax 0.0649056582339	kostenfrei 0.0513692577411	hotline 0.0230553078578	aufzeichnung 0.0201966089892	spa 0.0188225602676	fliese 0.0184578351507	telefonisch 0.0184113643401	fähre 0.0183152990174	cocktail 0.0174484224416	klimaanlage 0.0157874149694	erreichbar 0.0153039305866	kanu 0.0130442926112	bungalow 0.0129352142521	wohnbereich 0.0120910288932	bodenbelag 0.0117804750782	buchbar 0.0116275577096	safe 0.0115853122513	lagune 0.0114486012391	weinheim 0.0112165054277	inklusiv 0.0105181681966	holzhaus 0.0103961189224	freundlichkeit 0.0100056647757	reisezeit 0.00956997257327	checkliste 0.00855523989987
topic284	dvd 0.232495047038	heft 0.0882938724922	verleih 0.0579487583238	special 0.0397692045132	roboter 0.0360172861525	entertainment 0.0241622516749	computerspiel 0.0240990872858	rezension 0.0198925445042	braut 0.0196547973896	bilderbuch 0.0195535989022	rätsel 0.0193058025245	daten 0.0179853552547	extra 0.0158544285971	jugendschutz 0.0147144649767	usability 0.0133995135961	nostalgisch 0.0129129800428	bräutigam 0.0120849611669	killer 0.0117033314446	brautpaar 0.010970539143	grundidee 0.0106972163894	sportwagen 0.0104708046355	gamer 0.0104019074298	andrang 0.00919052286165	unschlüssig 0.00863015230106	ultimativ 0.0085309472131
topic285	produkt 0.311956180909	design 0.171813958236	hersteller 0.082242142687	designer 0.0256840676122	informatik 0.0245397211631	fachbereich 0.0207843897249	gestaltung 0.0193510571819	kennzeichnung 0.0176543790622	versicherungsschutz 0.012305494449	siegel 0.0120779728635	datenbestand 0.0120357579215	gütesiegel 0.011157140075	tragekomfort 0.0108237670875	erscheinungsbild 0.0100748359116	stift 0.00940855942179	stapel 0.00830828000141	entwurf 0.00830199698953	hingucker 0.00772029384987	recycling 0.00735177681849	fachgruppe 0.006737105962	medizintechnik 0.00606982424396	funktionalität 0.00604020552172	gestalten 0.00599207998489	kaufentscheidung 0.0055619763934	entwerfen 0.00555483952868
topic286	detail 0.474324491728	legend 0.0308588763454	dominant 0.0253342805781	historie 0.024550111081	restaurierung 0.0207231678898	pilotprojekt 0.0191029203768	mathe 0.0188275005225	gotisch 0.0165591456667	mythologie 0.015808145008	verkaufszahl 0.015012671316	förderschule 0.0139703848074	endrunde 0.0134082411733	eingebettet 0.0130773761959	fangemeinde 0.0126921370067	sensationell 0.0125750952205	geothermie 0.0124351734109	salsa 0.0124338256461	exquisit 0.0108236243945	rückenlehne 0.0105782616132	oberlausitz 0.00786500233539	gemäuer 0.00763848447241	bandname 0.00753375228267	gut 0.0071675489314	herausnehmbar 0.00685636732041	wanderführer 0.00650916275638
topic287	gemeinde 0.0947304331104	region 0.072340955571	land 0.044995151719	landkreis 0.0427583880431	regional 0.032617650308	kommune 0.0270111120589	kreis 0.0208489610332	kommunal 0.0204200628694	landwirtschaft 0.019949895952	ort 0.0189935366138	ländlich 0.0149917403573	landwirtschaftlich 0.0130352040301	bundesland 0.0129227703772	bürger 0.012553939186	verwaltung 0.0114812748075	lokal 0.0112434282394	bürgermeister 0.00992697020632	landwirt 0.00946380432013	hektar 0.00920639766144	bevölkerung 0.00896110611239	naturschutz 0.00869438320894	öffentlich 0.00866890873636	bauer 0.00864483529783	niedersächsisch 0.0085803139937	wirtschaft 0.00848207247142
topic288	programm 0.054784709326	funktion 0.0328675125263	einfach 0.0276966568816	erstellen 0.0214782138769	software 0.0214282968068	lassen 0.0185124357009	automatisch 0.014931041436	modul 0.0148973164664	möglichkeit 0.0133789308371	schnell 0.0119867913271	eigen 0.0114099349979	direkt 0.0103629107554	tool 0.0103541111882	anwender 0.00996093550409	möglich 0.00913758626113	verfügung 0.00872220263616	bieten 0.00861116449303	weit 0.00855693386081	arbeiten 0.00851170067796	nutzen 0.00824151466082	verschieden 0.00816073146006	format 0.00806961968238	stehen 0.00806289202337	anwendung 0.00783372372069	beliebig 0.00708586437156
topic289	gott 0.0735907009775	heilig 0.0235342065079	glaube 0.0228683398465	wort 0.016840897577	mensch 0.0159451933017	sagen 0.014964417418	geist 0.0144587566372	bibel 0.0130143188704	sprechen 0.0109599155761	volk 0.0106382668532	kommen 0.0103792701611	geben 0.0102458768942	welt 0.00973049319123	christ 0.00925003637652	sünde 0.009181086909	gebet 0.00896336838763	glauben 0.00795773674181	beten 0.00764870461081	herr 0.00762207140836	leben 0.00758725455916	christlich 0.0074785377688	herz 0.00725789152529	stehen 0.00646150201516	himmel 0.00617494424474	prophet 0.00604716635083
topic290	arbeitnehmer 0.0314291867392	arbeitgeber 0.0307400866205	jahr 0.021086453406	einkommen 0.0164308452634	steuer 0.0157819953591	rente 0.0138216260331	gesetzlich 0.011232015514	lohn 0.00931445020563	zahlen 0.00886394553928	beitrag 0.00879082297146	anspruch 0.00870115527585	arbeitszeit 0.00851527498183	arbeitsverhältnis 0.00830475004067	höhe 0.00824758979313	steuerlich 0.00805293814646	kasse 0.00752559325255	finanzamt 0.00750201234649	erhalten 0.00741224942381	gehalt 0.00668491826955	rentenversicherung 0.00635720489815	betrieblich 0.00628864444319	monatlich 0.00604207448286	finanziell 0.00587444677353	neu 0.00575780415507	gelten 0.00564180614115
topic291	person 0.679448410651	illegal 0.0286826200213	legal 0.0271683113375	rufnummer 0.0186131241341	sucht 0.0161345804173	narr 0.0127894405759	helferin 0.0101476597915	antragsgegnerin 0.00779905449427	gemeindevertretung 0.00748045299708	grundversorgung 0.00712891331123	halbherzig 0.00653767264354	bergstraße 0.00632150260909	gemeindevertreter 0.00602984932023	heroin 0.00586158479224	beibehaltung 0.00580187661575	anlaufstelle 0.00550369095735	kokain 0.0046112399678	bundesärztekammer 0.00451954312281	konsumieren 0.00451524420171	botschaft 0.00449279699694	personalien 0.00431154722436	drogenpolitik 0.00406594364781	personengruppe 0.00372869509183	verhältnismäßigkeit 0.00350359141002	gesprächspartner 0.00343284377095
topic292	halle 0.21922293462	gelände 0.106815538027	reiter 0.0685767871578	lehrgang 0.0541838374399	ausrüstung 0.0528026851943	sattel 0.0426753441296	hindernis 0.0384697967474	kur 0.0346699124718	ortsverband 0.0269805215627	kondition 0.0172659771849	zirkel 0.0146991251306	equipment 0.0146192671926	kalkulieren 0.013630918983	aufenthaltsraum 0.0133041878933	vorraussetzung 0.0128415736938	fotoalbum 0.0109274805637	bildstabilisator 0.00840776708486	ambitioniert 0.00833639299338	eingefügt 0.00832155768907	vollwertig 0.00811094854409	hauptnavigation 0.00810907534447	rückzahlung 0.00805282543457	radtour 0.00782934175729	reißverschluß 0.00779835353427	developer 0.00777259472366
topic293	konto 0.144928655054	ausfüllen 0.0793059869331	orange 0.0387780459854	schale 0.0367251291383	anschliessend 0.0320374849986	zitrone 0.0305361001372	überweisen 0.0296793442461	hauptmenü 0.0290053755524	limit 0.0285075396043	umlauf 0.02561479871	fußboden 0.0237980721686	pressen 0.0220861467707	ausgefüllt 0.0208413083551	überweisung 0.0207549632521	indigen 0.0206175246314	arche 0.0166298619347	überlebend 0.0161564864959	vermerk 0.0153985326291	future 0.0132360659984	abnehmend 0.0132335959588	zweisprachig 0.0129435870233	spinat 0.0126690507175	esoterik 0.0120150207825	pikant 0.010635403319	antragsformular 0.0101803584896
topic294	theater 0.120218194936	bühne 0.0729554513701	aufführung 0.0355857681023	oper 0.0339951747667	vorstellung 0.0331727011342	zähler 0.023593951513	inszenierung 0.02344960424	kostüm 0.0221968424245	musical 0.0217767936392	verbuchen 0.0203223782994	premiere 0.0176080292265	publikum 0.0158065630282	zuschauer 0.0153562059758	zirkus 0.0146965295137	theaterstück 0.013791735354	mannheimer 0.0134228141376	revue 0.0133134269664	puls 0.0132765426015	vorhang 0.012231939034	stammzelle 0.011791236994	rangieren 0.0113094760717	kulisse 0.00985822188523	schauspiel 0.00979606260823	läuferin 0.00967095607077	gala 0.00884497326099
topic295	preis 0.0680251727391	angebot 0.0606208682937	günstig 0.0444616299113	kostenlos 0.0333046922311	bestellen 0.0298563120274	kaufen 0.0266045589167	anbieter 0.0240857730893	kunde 0.0221148108111	neu 0.0207520865305	verkaufen 0.0171805970867	anbieten 0.0159082297344	verkauf 0.0144044471018	sparen 0.014311975033	bieten 0.0133599026874	einfach 0.0133342785923	online 0.0128354967325	geben 0.0126125755746	finden 0.0118767524001	erhalten 0.010992146764	internet 0.0104660685854	direkt 0.0103779941846	zeit 0.00986974281657	rabatt 0.00832495766518	suchen 0.0078775363567	kauf 0.00721925266063
