topic0	bett 0.100058856879	schlafen 0.0923069672002	ruhe 0.0602465872641	nacht 0.0372001159224	schlaf 0.03333987657	müde 0.0310142498956	gehen 0.0278442308282	tag 0.0264900110146	wach 0.0234875767985	liegen 0.0218075256723	zeit 0.0203830926352	aufstehen 0.0184930443816	anstrengend 0.0160589608582	ruhig 0.0132679003693	couch 0.0130350542358	stunde 0.0127428562927	machen 0.0127281454125	gut 0.0126800156207	morgen 0.0118020413706	alptraum 0.0117054067959	abend 0.0115950985782	früh 0.0113036832205	einschlafen 0.0111259196861	legen 0.0110835397802	aufwachen 0.0101826988442
topic950	essen 0.277596461976	lebensmittel 0.0519919346959	fett 0.0477664314359	gemüse 0.0378509171131	getränk 0.0376242745737	obst 0.0320970776987	fleisch 0.025056406128	speise 0.0211670751995	mahlzeit 0.0211557876954	brot 0.0207468971771	kochen 0.0169648933691	geben 0.0162485027906	schmecken 0.0153454342248	gut 0.0152477973653	schlank 0.0148944168719	gewürz 0.0125068876536	teller 0.0121794419457	brötchen 0.0110115831078	appetit 0.0107762852134	frisch 0.00950059298945	hunger 0.0091476959125	wurst 0.00816836344173	küche 0.00816467876592	kartoffel 0.00778056303099	milchprodukt 0.00739323129354
topic951	zaun 0.155708430091	aussuchen 0.153742451083	hervorheben 0.111859302123	fähre 0.111427918563	kirsche 0.060308174685	nachteilig 0.0369140773624	shorts 0.0358922943771	lappe 0.0352658630006	schifffahrt 0.0332952505543	stündlich 0.0271080403784	minze 0.0250456287137	ankreuzen 0.0186226256015	anrühren 0.0176406534849	alufolie 0.0162018300962	passauer 0.0148782695384	teer 0.0136604791844	landstrasse 0.0131121718807	trampelpfad 0.0108848634366	daheim 0.00965181003045	turnierleitung 0.00952813856236	sternförmig 0.00940602978534	rebstock 0.00916995375447	riesenschritt 0.00815597756489	sportförderung 0.0064679743883	gejagt 0.00629093290624
topic952	regulär 0.239814367216	würdig 0.107143544054	einfahren 0.0995488010376	wertschätzung 0.0890645409979	sir 0.0793189878806	nachsehen 0.0752116969329	terminal 0.0681769569499	zirkus 0.065683315092	unbeachtet 0.0344989780605	metallisch 0.0325264747473	erstaunt 0.0319020416233	problemfeld 0.0166657469733	vorjahressieger 0.0133418099578	stundenkilometer 0.013109671691	titelverteidigung 0.0126289039078	stubentiger 0.00758811872383	perplex 0.00705767271699	standortentscheidung 0.00442468936295	beginnen 2.30380909762e-08	dritt 2.29727907277e-08	nah 2.29629397096e-08	stehen 2.29618361717e-08	mächtig 2.29613932598e-08	erst 2.29564296625e-08	kehren 2.2949089051e-08
topic953	teil 0.803464558971	anleitung 0.0539603153438	passen 0.0316984952353	erste 0.025717596211	auspuff 0.0105184828771	sonstige 0.00991614088122	tunen 0.00721068168638	kürzel 0.00611515263895	abstürzen 0.00532551285508	stoßstange 0.00431371522334	übersichtlicher 0.00429145799204	aufgelistet 0.0037198809878	zweite 0.00275708550862	broadway 0.00272563339963	komplett 0.00269410720838	radlager 0.00261221130355	zusammensetzen 0.00189540200497	zweit 0.00161811241053	passend 0.00160807822559	restlich 0.00156442833788	originalteil 0.00153431047048	fahrerseite 0.00131693344051	ersetzen 0.00131175727711	tankdeckel 0.00107698261149	neopren 0.000993391055012
topic954	hart 0.411351826484	werkzeug 0.154896326461	hülle 0.0473868315609	formation 0.0408413270506	angehend 0.0330568091789	bohrung 0.0214866769285	fachhändler 0.0190129125117	bohren 0.0189292539814	distributor 0.0147097684396	programmiert 0.0135206351607	werkstück 0.0111057480582	fräse 0.00978064133365	fallen 0.0091162636618	weihnachtsgeschäft 0.00904891327122	ankommend 0.00904876913801	bohrer 0.00879635151215	span 0.00827287327533	durchlässig 0.00805726457314	fotostrecke 0.00798144723457	fräser 0.00796295864426	ziehen 0.00671970861955	richtig 0.00647550616562	verknappung 0.00645001886417	absuchen 0.00624615568003	richten 0.00584219853834
topic955	krone 0.124918819947	untergrund 0.119459043384	lagern 0.110005043253	aufsicht 0.0812419561173	wattenmeer 0.0589401303924	bäckerei 0.0481690514973	briefkasten 0.0481524703097	düne 0.0473483201522	angler 0.0433479205886	fang 0.0378626951032	rostocker 0.0345316297487	duisburger 0.0262675179269	tiefpunkt 0.0229028663584	adrenalin 0.0218945201762	abgesetzt 0.0214271942461	niesen 0.0166363840139	zubereitet 0.0161245147189	wandernd 0.0149201855609	zeitungsbericht 0.0148532391212	unbewohnt 0.0144138842718	gastgeschenk 0.0121167154719	ursachenforschung 0.0100048169511	schutzzone 0.00947412208097	merchandising 0.0075988505467	ungenießbar 0.00725427896189
topic956	formulieren 0.1302666878	toilette 0.114926261006	landesweit 0.0862357727925	minder 0.0840264469246	vorgeben 0.080449096907	klamotte 0.0585471999489	primitiv 0.0461869043418	kindertageseinrichtung 0.0390345208765	zeitungsartikel 0.0302062329425	stopfen 0.0301162849736	abgrenzung 0.029196498083	intellektuell 0.027676831633	werkeln 0.0230192703359	aufständische 0.0229016533692	urlaubstag 0.0224983159814	beabsichtigt 0.0224116202824	delegierte 0.0215405543157	sozialdemokratisch 0.0192333915739	weltbekannt 0.0164920628129	ressentiment 0.0164342199221	freitagnachmittag 0.0147329317579	verkleidet 0.013275289199	zielsicher 0.0128629431772	minigolf 0.0116935729787	amtsleiter 0.00588162921766
topic957	angeblich 0.260037076267	ipad 0.19361407965	gerücht 0.151393893799	migrant 0.059187726255	käse 0.0495989785691	wurst 0.0469993847767	spekulation 0.0416225183202	aufgreifen 0.0331586314212	küren 0.0187205709887	stapeln 0.0157091424736	melken 0.0153619096657	bewahrheiten 0.0143342064919	gerüchteküche 0.00956607465169	entgegenbringen 0.00939199661304	offenbar 0.00728360472399	buttern 0.00667043306555	geldpreis 0.00649823584283	landwirtschaftsministerien 0.00589334126773	beimischung 0.005856626445	codename 0.00546913971277	alpe 0.00521043728488	frontseite 0.00518092863519	aufenthaltsrecht 0.00415507080938	videotelefonie 0.00380386538634	emmentaler 0.00285706285391
topic958	notiz 0.121263074327	lebensdauer 0.0944805240934	preislich 0.0756911543515	meerschweinchen 0.0756601779534	großhandel 0.0550789011874	ordern 0.0500644423751	eigenhändig 0.0341854482218	tischen 0.0335104575318	firm 0.0331619388019	unkritisch 0.0328738714437	aufdruck 0.031122986197	genüge 0.0306966116211	altersstufe 0.0302606541811	großhändler 0.029741014764	prüfling 0.0285889550786	verzieren 0.0274098501114	missgeschick 0.0236549365062	rutschig 0.0184402337387	flaute 0.0172886671895	egozentrisch 0.0137661303362	arbeitskleidung 0.0129326878637	misslich 0.0124851632594	krankenbett 0.0123331983961	zufließen 0.0119965018648	löslich 0.0114257237714
topic959	architektur 0.148480312471	zeugnis 0.0686491262328	charakteristisch 0.0677823063933	baustein 0.0675367169968	barock 0.0642139996695	ruine 0.0529969356971	fassade 0.0487186176144	imposant 0.0469653675179	schmücken 0.0451829122998	pariser 0.0416918935193	aufsehen 0.0365178042545	unverwechselbar 0.0355740465738	positionierung 0.031271812951	geometrisch 0.0217221035351	erregen 0.0208318213056	gemalt 0.0194863711499	qualitätskontrolle 0.0170523385553	vermessung 0.0150579547499	geformt 0.0139233375191	nachwelt 0.0121065647471	aussenden 0.0112257006786	stadtrundgang 0.00952108253714	aufladung 0.0092815819206	kolonialzeit 0.00892505303393	funkelnd 0.00851880078916
topic960	zucker 0.086521018818	mischen 0.0708328582929	butter 0.0446628448663	saft 0.0439977553291	rühren 0.0420127751221	teig 0.0368192668044	streichen 0.0356440293841	sahne 0.0322603178728	päckchen 0.0278864195493	zugeben 0.0271766000066	füllen 0.025576965284	servieren 0.0221260398057	backe 0.0206708352362	lassen 0.0194057374795	löffel 0.0183998101246	milch 0.0180601229658	schlagen 0.0164545805446	steif 0.0159681802109	ausgefüllt 0.0146887999878	kakao 0.0144307867936	zubereitung 0.014043402048	zubereiten 0.0132301417558	schmecken 0.0128824694033	käse 0.0120159810421	form 0.011582224127
topic961	entscheidung 0.256684065111	entscheiden 0.156495650209	antrag 0.1414752914	beschluss 0.068145107795	pflicht 0.042691039196	antragsteller 0.0290971532158	vorgesehen 0.0280982067997	vorgeschlagen 0.014837433449	ausschluss 0.0130338048445	getroffen 0.0126557374626	tagesordnung 0.0118155163183	obliegen 0.00825110988516	antragsgegnerin 0.00661986173955	gemeindevertretung 0.00634943142614	beschließen 0.00633494177274	erteilt 0.00564276367878	abstimmung 0.00548735458985	zustimmung 0.00522841525289	gemeindevertreter 0.00511815282132	beibehaltung 0.00492464861477	mehrheit 0.00472939483695	unbefriedigend 0.00454818454895	grund 0.00422655666058	neubewertung 0.00378926233206	verfassungsmäßig 0.0033645881622
topic962	stern 0.503616279618	unterschreiben 0.0910585750893	login 0.0753663433545	vorlesen 0.0495017869782	ablösen 0.0371591186473	nachschlagen 0.0241132697122	astronomisch 0.0241130022489	befruchtung 0.0220513084878	halbherzig 0.0208054291058	bezirksklasse 0.0192044826297	sternwarte 0.00975521652621	balsam 0.00935013731041	mannschaftsführer 0.00915314562066	kinderlosigkeit 0.00913013199874	spielgemeinschaft 0.00858573486692	planetarium 0.00802938426152	embryonenschutzgesetz 0.00788699221829	fernrohr 0.00731823448303	auswahlliste 0.00730928718833	nachtragen 0.00663015351131	selbstgefällig 0.00554743137482	anzugeben 0.00484111303843	medienagentur 0.00449071064227	dammbruch 0.00394391562505	kommentarfeld 0.00366191108294
topic963	kleidung 0.173081285287	schlicht 0.131830477301	verarbeiten 0.0711287825205	fündig 0.06406878683	haltbar 0.0495619383348	beschädigung 0.0391043306203	familienunternehmen 0.0360383332718	kleidungsstück 0.0345092898615	gewachst 0.0321727404231	ununterbrochen 0.030662391295	baumwolle 0.0293604235794	textilie 0.0290123066431	bekleidung 0.0279930911581	wasserdicht 0.0271730431476	markenname 0.0260794549083	haltbarkeit 0.0258131018645	angebracht 0.0257705187293	verarbeitet 0.0208040937809	armbanduhr 0.0175534337167	handtasche 0.0139770908343	abschütteln 0.00978386827246	unebenheit 0.00890218040949	fischer 0.00860740428887	zipfel 0.00829952801633	sonstig 0.0076264356181
topic964	band 0.0700786927764	auftritt 0.0300472456343	sänger 0.0226900957441	spielen 0.0207021220232	bühne 0.0174714160319	jahr 0.0166532121394	konzert 0.0153229819093	rock 0.0152755388425	gut 0.0147918420276	groß 0.0143811693884	kommen 0.0143665496435	geben 0.0139934035841	sängerin 0.0124600685494	musiker 0.0113707031704	publikum 0.0108856582466	lassen 0.010864032026	blues 0.010726060586	musikalisch 0.0106537203364	machen 0.0104677351954	neu 0.00963384361651	erst 0.00927492057139	stehen 0.00909060874358	gehen 0.00889823890652	sound 0.00810350587227	stimme 0.00806517601328
topic965	hobby 0.246626289699	teppich 0.122177822818	matratze 0.0684305645495	eisbär 0.0620253858593	traktor 0.0523649406018	oval 0.047278854599	ökosystem 0.0351920656109	klebstoff 0.0345253914839	infostand 0.0292578232848	nachahmen 0.0259579029616	trägerverein 0.0202024457997	veranstaltet 0.0172343834813	vorspiel 0.0158825965915	kompost 0.0155492540491	entlüften 0.0151802075918	versiegelung 0.0151118219425	hauseigentümer 0.0142023113499	gruppenreise 0.0125006446967	mülheimer 0.0118399463354	regenwurm 0.0112624640626	wasserverbrauch 0.0109041077614	übermaß 0.0108867600684	kunstrasen 0.0106492484407	lattenrost 0.0101715200512	reststoff 0.00719834408402
topic966	lehrer 0.317488951467	note 0.234896257966	unterrichten 0.0864477616298	intelligenz 0.0563113267784	mehrjährig 0.0425934737635	mitschüler 0.0332224371612	bildungspolitik 0.0283172679637	belastbarkeit 0.0272284432451	schulsystem 0.0256850963975	zeugnis 0.0169545964722	leistungsbereitschaft 0.0129483472087	sozialverhalten 0.0122242431325	klassenlehrerin 0.0107156810388	jetztig 0.0106132040164	kaff 0.00946324790712	unsäglich 0.0092267657856	subversiv 0.00625132726537	unsagbar 0.00519567951838	fortbildungsmaßnahme 0.00463436968819	schulnote 0.00435506403262	schlecht 0.00425646233509	fundieren 0.0041977936308	studienrat 0.00393824237408	erzogen 0.00392710457027	doppelbelastung 0.00388459161394
topic967	erweiterung 0.23523362387	erweitern 0.231039254551	ausfüllen 0.113492888639	verlinken 0.0849747660338	verschicken 0.065516940133	preisgünstig 0.0397232585299	diskussionsforum 0.0372534784149	bildergalerie 0.031719521914	sitemap 0.0315868955466	lebensgefährlich 0.022747544238	klassifizierung 0.0173609991014	hinterlassenschaft 0.0164749576812	winterspiel 0.0139416650355	sehbehindert 0.0115498941082	protokollieren 0.00918991727745	sabotage 0.00876231897886	langläufer 0.00539631094716	radprofi 0.00341166212113	zugefügt 0.00304724160188	spartip 0.00303800218637	aufbruchsstimmung 0.00271523671183	pressebereich 0.00267820355115	fortbildungskurs 0.00171798899613	antragsfrist 0.00170763966479	basispaket 0.0014603345857
topic968	burg 0.263634698713	vereinbaren 0.127212321444	anfertigen 0.0729748294875	sonderangebot 0.0650643829358	aufführen 0.0511847404824	befriedigend 0.0466000495741	aufteilung 0.0456910252387	höflich 0.0439582364793	anmerken 0.0426311444544	verständigen 0.0412063326748	abzocke 0.0316764354653	contest 0.0224501754651	stundenlohn 0.0223839526997	vorrätig 0.0197636524012	kostenvoranschlag 0.0184517631082	wortlaut 0.0176551785599	neueröffnung 0.0106952321635	latsche 0.00870173436841	originalverpackt 0.00825398998131	auslachen 0.00639560445739	eierkuchen 0.00602824808141	härtegrad 0.00558337055339	germanist 0.00485981015586	abgezogen 0.00398306213697	herablassen 0.0031890124217
topic969	kindergarten 0.241134193194	betreuung 0.237585260059	kindertagesstätte 0.0588878647736	integrativ 0.0348919671689	nahtlos 0.0333039460529	nennung 0.0318476743538	gekommen 0.0302272767459	vertrauensvoll 0.0294479268298	provisorisch 0.0291834345425	spielfilm 0.0285543207216	physiotherapie 0.0163446178582	rechtsanspruch 0.0122656055017	malerin 0.0117694561645	lebensjahr 0.0116342553577	selbstkritisch 0.0115719280308	kreisbeigeordnete 0.0114470290929	durchschnittsalter 0.0114025650738	betreuungsangebot 0.0106003056834	kunterbunt 0.00993800022743	augenweide 0.00929879402226	preissenkung 0.00875433270664	betreuungsplatz 0.00763967235745	liebeserklärung 0.00760966546723	umbauarbeit 0.00735903763861	ergotherapie 0.0066468279165
topic970	beteiligung 0.209959801293	bademode 0.0915957870117	verdanken 0.0778940621706	bikini 0.0583412136164	alleinig 0.0528866410224	datenbestand 0.0416290784843	oberschenkel 0.0405310687255	aufspielen 0.0301974927695	wade 0.0263272399298	klassifikation 0.025537984678	konsistent 0.0240683779686	schwungvoll 0.0206402590692	wahre 0.0166705365163	entertainer 0.0163377866568	sommerurlaub 0.0151115370327	resistenz 0.0139949641527	untersuchend 0.0113747713389	ermöglichen 0.0108864410521	zieleinlauf 0.0106455240927	schmeicheln 0.00970876596389	startklar 0.00924539007895	umkleidekabine 0.00839203557255	strandurlaub 0.00771173493289	pfingstmontag 0.00750904975751	nacharbeiten 0.00687858387398
topic971	vorhanden 0.478776364073	cover 0.0442478982603	cds 0.0440184535308	datenträger 0.0439239098398	einwandfrei 0.0438750543393	eintragung 0.0292137174389	mittelgroß 0.0160652231819	leicht 0.0151846607386	gebrauchsspur 0.0142656373685	einsammeln 0.013602969311	disk 0.0134787038159	ungeschützt 0.0116496174964	anfahren 0.0109174359919	fehlen 0.0105084039618	raubkopie 0.00998482725291	sittenwidrig 0.00948591515389	turnschuh 0.00926842325125	zigarre 0.0091300907258	kopiert 0.00864119499683	sonderedition 0.00840523060928	pornographisch 0.00821445999698	jugendgefährdend 0.00782875425829	raumstation 0.00761441436033	sternschnuppe 0.00745193740993	offerte 0.00705287498446
topic972	papst 0.179190694691	olympisch 0.134049368418	erschießen 0.0433160961676	erzbischof 0.0416982928161	homo 0.0377546049507	synchronisieren 0.0324800417705	vatikan 0.0320838802342	dinosaurier 0.026116552882	killer 0.0247258638613	verwandlung 0.0233870086827	hymne 0.0213136841073	apostolisch 0.0204678847237	schmankerl 0.020369466924	unwesen 0.0191537737305	protestant 0.0189986431317	dämmerung 0.0187356345851	weihe 0.018208034247	päpstlich 0.0180090094297	klerus 0.0151721501823	charakterlich 0.0125065188792	geborgen 0.0120630355241	olympiade 0.0109517851917	erregt 0.0104274411081	haarig 0.0102116407519	abgedreht 0.0100491663785
topic973	block 0.283415243314	teufel 0.227592779541	verankern 0.0442617362111	phrase 0.0438814372509	unterwelt 0.0372315123671	resümieren 0.0331494631887	fetzen 0.0330474518376	gehoert 0.0320667307297	lasten 0.0306060419552	militant 0.025571513235	ara 0.0251244156477	sündenbock 0.0221911157806	elektrogerät 0.0217399409117	diaspora 0.0198779981874	hausdurchsuchung 0.0161337805092	landgasthof 0.0146623302462	eigendynamik 0.0113240254299	abgeschwächt 0.00991800574812	handlungsunfähig 0.00829657238015	senkel 0.00802750864118	unterstützerin 0.00723850641076	inkonsequent 0.00607345495918	urinprobe 0.00540587730053	antagonistisch 0.00517062403023	gymnasiallehrer 0.00505537224414
topic974	präsent 0.232013335861	hochkarätig 0.120675072374	bayrisch 0.0946139364886	kommandant 0.0800583914988	migrantin 0.0574171804773	vinyl 0.0553252314258	verabschiedet 0.0517724357778	niederländer 0.0412651971249	kriegsgefangene 0.0331906968143	scharnier 0.0263713279328	eigenbetrieb 0.0168676272031	schneesturm 0.0163245491741	mutterschutz 0.014574912707	bürgersaal 0.0139722221988	happen 0.0139047616956	kundencenter 0.0133371803197	fortkommen 0.0114730841933	handyspiel 0.00903489487828	alltagsgegenstand 0.00860045506664	restkarte 0.00735872356456	beschlagnahmung 0.0073144552325	ausgedacht 0.00681584856999	entgegengebracht 0.00621907211198	konzerterlebnis 0.00617736987105	clownerie 0.00583798725441
topic975	beruf 0.45943169477	wandel 0.108364209537	teilhabe 0.0587024793088	mitwirken 0.0542792572119	arbeitsweise 0.0477447487495	ergreifen 0.0429477499309	demografisch 0.0308903828786	vereinbarkeit 0.0276497787559	feministisch 0.0211449586237	entgegenkommen 0.0210490322026	gleichberechtigt 0.0171766704771	übereinstimmend 0.0152999048851	hauptteil 0.0143411750442	westeuropäisch 0.0112124577011	kommunalpolitik 0.0097989543875	frauenbewegung 0.00976212644282	chance 0.00773687164616	fachbezogen 0.00530430036994	klempner 0.00466306120793	briefing 0.00442047057765	arbeitsmethode 0.00436009284653	verabredet 0.00405335925431	bildungsprojekt 0.00319750359195	nötige 0.00302732243799	leitungsfunktion 0.00235140920095
topic976	information 0.336573434926	finden 0.19221411794	weit 0.085138591443	informieren 0.0576076918024	erhalten 0.0291135413449	übersicht 0.0272593732483	wichtig 0.026218647327	geben 0.0169749540669	bieten 0.0151538069248	verschieden 0.0141176252887	ratgeber 0.0140764944367	erfahren 0.0124995407219	stellen 0.0121405781591	allgemein 0.0102914867698	nah 0.0101265528999	direkt 0.0080166879971	umfassend 0.0071569169111	überarbeitet 0.00665548953274	info 0.00649591863684	einzeln 0.00644693467029	verfügung 0.00636472470088	aktualisiert 0.00616555005225	jeweilig 0.00603495921077	zusätzlich 0.00598591392221	zahlreich 0.00510003667069
