topic0	knallen 0.358314687133	move 0.179445133302	vermeidbar 0.142048562438	krähen 0.0724785779894	veranstaltungstermin 0.0449965811246	hardrock 0.0424434002469	lausig 0.0407662577773	schönheitschirurg 0.0317447592709	jagdgrund 0.0282156842357	bluesig 0.0249133560959	ohnegleichen 0.0153246942337	altenteil 0.0121628541168	rollin 0.00541923322978	lassen 3.91896033876e-08	liegen 1.73912509516e-08	deutlich 1.73512437898e-08	früh 1.73297600403e-08	kommen 1.73148576763e-08	einzig 1.73028444249e-08	alt 1.7282421764e-08	hart 1.7268456986e-08	egal 1.7265980681e-08	bleiben 1.72659694157e-08	gut 1.72652067697e-08	sehen 1.72649766254e-08
topic3772	entschädigung 0.420819071439	belastbar 0.194517993517	saarland 0.170927297791	töricht 0.0605706827944	böswillig 0.0540652632697	unrühmlich 0.0345414334231	torheit 0.0241368566984	schulstruktur 0.0223669155633	hochwillkommen 0.00878423427006	betonbau 0.00779504794163	treten 1.89100380222e-08	hoch 1.77780218033e-08	ende 1.49869591843e-08	übrig 1.48255261041e-08	lassen 1.47651321889e-08	bilden 1.47608469752e-08	setzen 1.47599513659e-08	sorgen 1.47555960996e-08	zusätzlich 1.47547034681e-08	kommen 1.47539343631e-08	jahr 1.4753883129e-08	stehen 1.47537357625e-08	gehen 1.47536772516e-08	bleiben 1.47536639329e-08	land 1.47536205979e-08
topic3773	rückzug 0.223832693158	bundestagswahl 0.206243217135	wahlkreis 0.160970627633	landtagswahl 0.14486419859	wohnungsbau 0.0873847347524	volkspartei 0.0597020759703	fraktionschef 0.0303196422341	treten 0.0226833057818	rädelsführer 0.0130683173933	wahlwerbung 0.0122028424901	direkt 0.00915566282746	verlieren 0.00707259828861	gelten 0.00499092281082	parteifunktionär 0.00349219454351	neu 0.00276983550908	knapp 0.00249935876438	kurz 0.00177044376845	zusätzlich 0.00109349673546	stark 0.000994847275996	erst 0.000915151496618	jahr 0.000647747727996	groß 0.000560133289115	stehen 0.000416939440414	weit 0.000374221474993	möglich 0.000267159840082
topic3774	nobelpreis 0.26429152246	verschwörungstheorie 0.223216968847	schrein 0.158889866261	spotten 0.149742819518	vertonung 0.145708123677	gehörte 0.0548652092094	spät 8.41382381512e-05	jahr 3.39980401137e-08	nehmen 3.21199139844e-08	stecken 3.20287762459e-08	bleiben 3.20194190372e-08	eigen 3.20164800212e-08	behaupten 3.20160256964e-08	kommen 3.20159995157e-08	zeit 3.20159288899e-08	weise 3.20158458492e-08	bekommen 3.20158192551e-08	kennen 3.20158120065e-08	leben 3.20157978092e-08	glauben 3.20157844144e-08	letzt 3.20157744594e-08	welt 3.20157691875e-08	sagen 3.20157691733e-08	geben 3.20157689666e-08	finden 3.20157688853e-08
topic3775	verneigen 0.189069671671	baisse 0.162335788224	vollbremsung 0.155675207754	gären 0.147829797594	sarkophag 0.124712901899	handlungsunfähig 0.102104591955	flügelschlag 0.0643322967971	chemiefabrik 0.0264326828588	insolvenzfall 0.0219916664566	setzen 4.10172331593e-06	stehen 5.57876561462e-08	machen 5.5681275052e-08	treten 5.54729250203e-08	geschehen 5.53374440234e-08	zeit 5.51725836763e-08	gehen 5.51721494546e-08	bleiben 5.51403130249e-08	kommen 5.51259932932e-08	klar 5.51259525785e-08	erneut 5.51232856051e-08	groß 5.51200943984e-08	wahrscheinlich 5.51198085604e-08	geben 5.51195414289e-08	sehen 5.51191839967e-08	erkennen 5.51185990683e-08
topic3776	tatsache 0.962035894766	misswirtschaft 0.00904375249616	tatsächlich 0.00786912823485	machtwort 0.00632653447749	wohlgeruch 0.00558793990713	gelbrot 0.00326312021158	perspektivlos 0.0027839656425	schreckensmeldung 0.00255045421679	angehen 1.38250222742e-05	treten 6.50747764556e-06	lassen 5.78771277947e-08	ziehen 4.81981338404e-08	kommen 2.70657101e-08	übrig 5.83573222145e-09	scheinen 5.74355996282e-09	wahrscheinlich 5.6703432245e-09	wissen 5.66289462247e-09	sehen 5.37647200685e-09	gehen 5.26859836652e-09	grund 5.2637371366e-09	halten 5.21344288845e-09	nötig 5.19502893914e-09	finden 5.19309419968e-09	bringen 5.19173216788e-09	zeigen 5.19117821924e-09
topic3777	triumph 0.553888950807	speichermedium 0.203521625579	patentieren 0.0917794326995	standfuß 0.0588113568431	wachstumsprognose 0.0275921090621	furor 0.0177249591028	handspring 0.0160981362456	kleinstmöglich 0.0147470237468	unternehmenszahl 0.0104099455367	brokat 0.00214073056871	groß 1.34128369309e-07	hoch 3.28601514199e-08	bild 3.28598433835e-08	schnell 3.28595944693e-08	jahr 3.28595727923e-08	lassen 3.28595725417e-08	stellen 3.28595723033e-08	neu 3.28595716627e-08	weit 3.28595716168e-08	frei 3.285957159e-08	eigen 3.28595715318e-08	tag 3.28595714407e-08	form 3.28595714348e-08	beschreiben 3.28595714261e-08	vergangenheit 3.28595714225e-08
topic3778	sanktion 0.30344179109	außenminister 0.302260417319	außenministerium 0.116286438821	diplomatie 0.0891395869892	justizministerin 0.0864755816256	amtsantritt 0.0834159450683	britische 0.0101422193259	bauschen 0.00656568527421	weit 0.000149728031881	klar 2.86434227486e-05	geben 2.82901102947e-06	sagen 1.19926754044e-07	stehen 5.4986745642e-08	gehen 3.59672627909e-08	ändern 2.38825528682e-08	bestätigen 2.15660300712e-08	wichtig 2.09923678731e-08	bleiben 2.09874165805e-08	scheinen 2.09430106952e-08	neu 2.09266579166e-08	hoch 2.09185356666e-08	stellen 2.09168307781e-08	deutlich 2.09159416958e-08	erst 2.09136690522e-08	hart 2.09125806474e-08
topic3779	argument 0.728772744179	befürworter 0.0728367990491	diskussion 0.0487623765999	tiefbahnhof 0.0282444404795	kinderbett 0.0239928834706	durchfahrt 0.0197615753283	klar 0.0167760852727	wohnviertel 0.0140445017846	weltgeschehen 0.0115032688939	geben 0.00798849406097	nötig 0.00522754101768	gehen 0.00466634910353	möglich 0.00331139448388	versuchen 0.00216450752135	sicher 0.00195055541974	stehen 0.00162732829274	ende 0.00137047898441	grundsätzlich 0.00108819318748	weise 0.000906431106581	nehmen 0.000786083262432	frage 0.000522656233108	hoch 0.000474889969556	scheinen 0.0004208932035	notwendig 0.00038038279835	gut 0.000272002681364
topic3780	bildlich 0.278679427539	taschengeld 0.219334145403	gefälligst 0.196376798559	vorsorgen 0.130680503144	tantieme 0.0590924862138	angloamerikanisch 0.0327753795256	abendfüllend 0.0310733441669	hineininterpretieren 0.0219590101912	eisblume 0.0149889464647	weitererzählen 0.0123952579207	reichen 0.000555614643441	eigen 4.10032909991e-06	gewiss 1.02882609407e-06	geben 5.2556289565e-08	gehen 2.61989284422e-08	gut 2.25605545778e-08	gleich 2.25502976885e-08	richtig 2.12440617992e-08	machen 2.12160598508e-08	wissen 2.1068004711e-08	lassen 2.10269204506e-08	frage 2.09580288264e-08	heißen 2.0893074305e-08	seite 2.08891569364e-08	zeit 2.08839325437e-08
topic3781	arbeitslosigkeit 0.248279698278	arbeitslose 0.197871816991	arbeitslos 0.183576600509	arbeitslosengeld 0.0819434938751	bundesagentur 0.0676905907722	beschäftigungsverhältnis 0.0593310994996	arbeitsfähig 0.0201767365166	arbeitsmarktpolitik 0.0188368063538	arbeitssuchende 0.0173392837701	zulasten 0.016372473526	bedarfsgemeinschaft 0.0154015158231	hoch 0.0140958421215	erwerbsfähig 0.0117860032635	genannt 0.00991987672389	hilfebedürftige 0.00711243018751	arbeitsleben 0.00493221963556	voll 0.00462511722964	gehen 0.00344622726063	kernfamilie 0.00328075734403	verlieren 0.00237675472014	gelten 0.0015110633922	tatsächlich 0.00146796549674	drohen 0.00109339573972	mensch 0.00101968682551	bestimmt 0.00096871358915
topic3782	sandstrand 0.148873291022	tweet 0.138611939672	resort 0.130281407425	urlaubsziel 0.0898686010662	beantragung 0.0801727698778	helikopter 0.0580111478927	schnorchel 0.0557981709997	ausgestatten 0.044227662641	vorgelagert 0.0409904173755	ostfriesisch 0.037249942608	kajak 0.0360255070492	unbewohnt 0.0332186887315	direkt 0.0254731070417	massentourismus 0.020206757887	atoll 0.0189145099322	bieten 0.0136235400564	filmreif 0.0116697350989	bestehen 0.00336506559076	gelten 0.00330205815049	gehören 0.00260537813983	lang 0.0013271823172	möglich 0.0011742990562	finden 0.000942438175074	ferienresort 0.000899777172071	einfach 0.000821378968528
topic3783	klimawandel 0.339558084266	ansteigen 0.219344752042	meeresspiegel 0.0674617687755	jahr 0.061642088909	prognostiziert 0.0456833364458	klimaerwärmung 0.0326730129754	voraussage 0.0324472843758	stark 0.0285573592694	deutlich 0.0195524454026	umweltfreundlicher 0.0171637642518	klimaänderung 0.0153556338691	anstieg 0.0149501703855	verkehrsbereich 0.0143689386942	meeresspiegelanstieg 0.012992961109	weltklimarat 0.0104349576014	neu 0.0078381772189	möglich 0.00752575574313	gehen 0.00514023855071	wesentlich 0.00445803770663	klimatologe 0.00442582870651	setzen 0.00365379037814	hoch 0.00360044014857	klimaentwicklung 0.00349460370728	gleichzeitig 0.00286095757048	bringen 0.00278476556732
topic3784	motto 0.877473871174	spurensuche 0.0372388996048	flugverkehr 0.0286000926169	kleinlich 0.023832924458	stehen 0.0123928488365	mal 0.00592741339051	stadtgespräch 0.0055816637173	märchenerzählerin 0.00275599699442	benutzerinnen 0.00221761824901	kulturinteressiert 0.0016640682407	laufer 0.00146660911665	gehen 0.00021928455508	drohen 2.50043867089e-05	mensch 6.51367891061e-06	bieten 3.08099777475e-06	diskussion 8.34653390299e-08	tag 1.70174811026e-08	zeigen 1.46907378774e-08	vielfältig 1.08006326331e-08	jahr 7.2606327116e-09	setzen 6.43731106587e-09	eigen 6.38123031093e-09	teil 6.08398193126e-09	geben 6.03244234642e-09	neu 5.95535880182e-09
topic3785	zensur 0.488778382884	wartungsarbeit 0.110083562475	geschliffen 0.0763728411686	staubsaugen 0.0607726397531	selbstbildnis 0.0539236210324	preisänderung 0.0395075627701	bonmot 0.0390133586475	selbstanalyse 0.038054739637	überlasten 0.0282332004557	herzchirurg 0.0145855672226	therapiesitzung 0.0140167021873	unbekümmertheit 0.0137684248034	systemupdate 0.00946242529441	sekündlich 0.00501507023534	kulturwelt 0.00402225276458	unzustellbar 0.00219640540496	bleiben 2.55900899247e-08	führen 2.46021122134e-08	regelmäßig 2.21235072262e-08	anspruch 2.2072651229e-08	zweck 2.20140330149e-08	zeigen 2.19589608096e-08	zeit 2.19457393078e-08	vermeiden 2.19415876058e-08	stecken 2.19363755617e-08
topic3786	gehen 1e-05	gut 1e-05	post 1e-05	vater 1e-05	kommen 1e-05	machen 1e-05	sehen 1e-05	ganz 1e-05	zeit 1e-05	jahr 1e-05	sagen 1e-05	klein 1e-05	wissen 1e-05	erzählen 1e-05	lieben 1e-05	groß 1e-05	familie 1e-05	leben 1e-05	bleiben 1e-05	großvater 1e-05	eltern 1e-05	fragen 1e-05	geben 1e-05	haus 1e-05	neu 1e-05
topic3787	manipulation 0.28535563436	eiszeit 0.164137347096	bevölkerungswachstum 0.0626220812265	erdgeschichte 0.0589727656547	anthropogen 0.0562359605853	jahr 0.0425797294594	sonnenaktivität 0.0403561649444	landmasse 0.0397278095897	klimaforschung 0.0380072831654	sonnenflecken 0.0316686889192	kreidezeit 0.0282056862892	tatsächlich 0.0222993206286	kubikzentimeter 0.0215668702715	rotznase 0.0176230938749	ende 0.0159298127473	groß 0.0134070350784	bilden 0.0124310025337	partialdruck 0.00805016175412	treten 0.00663015661205	kommen 0.00548345052335	geben 0.00542356158638	möglich 0.00400849005641	zeit 0.0036859804054	neu 0.00333611573106	beginnen 0.00320707533118
topic3788	enterprise 0.162341613075	rechenzentrum 0.079126924216	gateway 0.0542244173191	computing 0.0531002815889	telefonanlage 0.0432736030136	neu 0.0428155196869	großunternehmen 0.0367319338729	voip 0.0365551513944	bieten 0.0326165372706	lösung 0.0292424638505	telefonie 0.0255378951426	groß 0.0237683509985	innovationskraft 0.0226945940933	virtualisierung 0.0216561955338	ermöglichen 0.0206201679033	gleichzeitig 0.0197526079472	hoch 0.0196038734101	weit 0.0186336981878	skalierbar 0.0183192158978	verfügbarkeit 0.0159669981123	direkt 0.0154476254478	einfach 0.013061615178	warenwirtschaft 0.0127584294756	skalierbarkeit 0.0115991081415	anwenderfreundlich 0.0104470393164
topic3789	vielfältig 0.341885451265	vielzahl 0.234865569763	verschieden 0.116964800709	bieten 0.104295197288	unterschiedlich 0.0898260894551	chefin 0.0230167507351	geeignet 0.0182107931835	finden 0.0132302233031	jeweilig 0.0104328142693	weit 0.00925291978604	wanderführer 0.00742515681808	zusätzlich 0.00589856612522	geben 0.00571716795678	lassen 0.00317677646453	gleichzeitig 0.00305067914322	gehören 0.00252966620212	ergeben 0.00236600508563	bilden 0.00215235053713	wesentlich 0.00155057345301	einfach 0.00154615616151	führen 0.000849425516688	deutlich 0.000559134404148	möglichkeit 0.00044477893575	kommen 0.000181324161778	gut 9.8578943534e-05
topic3790	dezent 0.337505970952	schrott 0.24071123708	killer 0.187420262567	aufdringlich 0.109229652515	preisniveau 0.0632298370597	schenker 0.0598324986086	deutlich 0.000610778632936	voll 0.000197535415973	gut 2.98706510834e-06	schön 1.13069228541e-06	wirken 1.08582708895e-07	fallen 5.05486544845e-08	liegen 1.75191245849e-08	echt 1.559252778e-08	anspruch 1.46934432642e-08	kommen 1.41267794984e-08	machen 1.40724567263e-08	wirklich 1.2937303066e-08	fall 1.28435544142e-08	geben 1.27237877987e-08	einfach 1.26940395532e-08	nah 1.26580446031e-08	bleiben 1.26449550506e-08	richtig 1.2619096679e-08	alt 1.26119597097e-08
topic3791	vereinen 0.638069178434	sinnlich 0.252714346472	sinnlichkeit 0.0661348517184	sinn 0.0399270412739	weise 0.00189999424639	bringen 1.37466235973e-05	unterschiedlich 3.9615332358e-06	bilden 1.91216313908e-07	mensch 1.8345875507e-08	eigen 1.29854111069e-08	wahr 1.26714480837e-08	setzen 1.23717075161e-08	lassen 1.23699147038e-08	gehören 1.23691870709e-08	entstehen 1.23689141342e-08	wirken 1.23688787967e-08	form 1.23682910987e-08	gelten 1.23682304126e-08	entwickeln 1.23681389355e-08	art 1.2368032831e-08	einzeln 1.23680192277e-08	nehmen 1.23678319912e-08	neu 1.23678260639e-08	weit 1.23678246593e-08	folgen 1.23678113177e-08
topic3792	abschließend 0.910978593586	überhang 0.0452599973295	abgedeckt 0.0426028169428	fall 1.1586320765e-08	gleich 1.15862849074e-08	lassen 1.15862713709e-08	groß 1.15862697298e-08	recht 1.15862693816e-08	folgend 1.1586269288e-08	gut 1.15862691175e-08	bekommen 1.15862690939e-08	tag 1.15862690707e-08	kommen 1.15862690703e-08	verschieden 1.15862690408e-08	machen 1.15862690334e-08	teil 1.15862690334e-08	stehen 1.15862690167e-08	erklären 1.15862690165e-08	verantwortlich 1.15862690095e-08	möglichkeit 1.1586269008e-08	kosten 1.15862690064e-08	geben 1.15862690061e-08	deutsch 1.15862690057e-08	hoch 1.15862690056e-08	wissen 1.15862690054e-08
topic3793	leisten 0.881869078155	fahrgestell 0.0357421330834	mitführen 0.0186638816982	zöllner 0.0170776196171	durchsatz 0.0150645058668	überzeugungsarbeit 0.0137926344015	amiland 0.00583018691496	werbespruch 0.00528783600902	lebbar 0.00251712136722	rasenpflege 0.00186117647801	restaurantkette 0.00165639726781	gelten 0.000311399516637	voll 1.37562544285e-07	deutsch 9.28912881666e-08	gehören 8.74173971043e-08	gehen 4.32695904588e-08	reichen 2.10838705586e-08	geben 1.59059777922e-08	schnell 1.55386153574e-08	weit 1.10760651347e-08	gut 6.91540166617e-09	klein 6.56920087113e-09	unbedingt 3.92953860753e-09	selten 3.44989048563e-09	stehen 3.41053984085e-09
topic3794	doktor 0.548910680654	professor 0.258683196189	neu 0.0449749747342	jahr 0.0328226521714	deutsch 0.0162324042863	erst 0.0134270669061	weit 0.0130485049285	rechtswissenschaft 0.00714987526727	führen 0.0059891082847	staatsexamen 0.00579098295287	gehen 0.00489471517092	rechtsanwaltskanzlei 0.00425534413124	gehören 0.00377977033582	nehmen 0.00345632744299	gelten 0.0023594504007	ende 0.00221469072506	mal 0.00204590167232	treten 0.00203739223916	strafbarkeit 0.00202753603443	geben 0.00189932271359	erneut 0.00188200070145	bringen 0.00188143589086	weise 0.00167645682905	genannt 0.00162404903597	wesentlich 0.0015893954442
topic3795	sorte 0.657058759967	fetzen 0.073726543675	verschieden 0.0602651191361	futtern 0.0542516552081	chaot 0.040157502429	problemchen 0.0368644323256	unterschiedlich 0.0232120667638	faschistoid 0.0158441704066	überzug 0.0134821266356	spät 0.00687971598159	gut 0.00372344654557	geben 0.00307429660903	weit 0.00303819154105	klein 0.00285443510584	jahr 0.00136963190574	einzig 0.000982903058374	groß 0.000874877634156	reichen 0.000503045855572	unbedingt 0.000471940977415	früh 0.000222777263417	alt 8.88176405252e-05	zweit 3.60936906675e-05	stehen 7.1337725408e-06	hoch 3.63105237678e-06	bleiben 3.51493271295e-06
topic3796	tübinger 0.154358019573	widerwillig 0.134290672782	anmieten 0.0982968559665	mehrwöchig 0.0969477576596	kommunikator 0.0933130876628	jahreszeitlich 0.0644840259852	manipulierbar 0.0528063488082	programmänderung 0.048407869861	gekuckt 0.040863653986	massenkommunikation 0.036942331885	massenmedial 0.0335944682255	clownerie 0.0323202536647	themenwechsel 0.0152531745922	kommunikationsziel 0.015128746891	konsonant 0.014238800469	informationsschalter 0.013832710703	kommunikationsinhalt 0.012569262703	medienforschung 0.0116908627796	kletterpartie 0.00948841870372	ideologiekritisch 0.00815347781828	schachbrettartig 0.00646694964212	bewegungsphase 0.00354803967544	modern 3.00785550612e-08	frage 3.00632745969e-08	nehmen 3.00518685211e-08
topic3797	ganzheitlich 0.685620585772	arbeitsalltag 0.12218826855	bieten 0.0529106273339	kutter 0.0394700292785	sinn 0.0234906731746	setzen 0.0228377486457	gehören 0.0143356087375	fußbodenbelag 0.0124485365806	mensch 0.00760759868872	bringen 0.00706221865115	gehen 0.00292995785293	neu 0.00173956781136	weise 0.00112459252125	wissen 0.000958678746052	eigen 0.000858543772496	jahr 0.000851433872853	unterstützen 0.000790202216534	verschieden 0.000437255805557	leben 0.000394363840349	zeit 0.000100559938893	möglichkeit 8.63823103179e-05	gut 8.3839638654e-05	möglich 1.91912984892e-05	heißen 3.54666687503e-06	finden 2.50538963645e-06
topic3798	innovativ 0.602555377828	strahlend 0.156960602138	großraum 0.123863364395	asymmetrisch 0.030632278996	fertiggestellt 0.0203119353981	neu 0.014366687586	gleichzeitig 0.013321337091	sorgen 0.0130308149836	ermöglichen 0.00866188791234	hoch 0.00725776580093	setzen 0.00536817803457	modern 0.00264712631548	direkt 0.000326154677191	groß 0.000124920367318	gehören 0.000111325952505	lösung 1.21216744337e-08	komplett 6.09966899513e-09	machen 4.80743318825e-09	jahr 4.6628699223e-09	leuchte 4.65954102742e-09	weit 4.62808017599e-09	besonder 4.60839982448e-09	möglich 4.60719207223e-09	einzigartig 4.60385010651e-09	aktuell 4.6032138133e-09
topic3799	volumenstrom 0.159004621396	filmproduktion 0.126910188823	dreiteilig 0.125080351702	hydraulik 0.0930414499089	klärwerk 0.0856006720687	nachfüllen 0.0721596082208	tankwagen 0.0624653760636	wartungskosten 0.0422379620915	leistungsbeurteilung 0.0267268819833	meßergebnis 0.0239787665396	einsatzdauer 0.0207354697636	schmutzpartikel 0.0201328999755	hydrauliköl 0.0200333922808	drucklos 0.0198579721193	anlagenhersteller 0.0193496347318	meßverfahren 0.0186792565035	tankinhalt 0.0172064470262	schmieröl 0.0135588749549	schadensbild 0.0128821118758	analysegerät 0.0084459998257	ölmenge 0.00668779605365	ölsorte 0.00273276006923	dienen 1.70384723025e-07	groß 7.4900492801e-08	stellen 2.76343440981e-08
topic3800	abstimmung 0.759290953703	aids 0.0920587730236	schieflage 0.0583653707046	koalitionsverhandlung 0.0357692524347	nachbereitung 0.0326897351032	mehrheitsverhältnis 0.0119303155702	klar 0.00331020547963	nötig 0.0030911578273	gleichzeitig 0.000883285949685	weit 0.000539208367055	geben 0.000346600625431	stehen 0.000314218861084	hoch 0.000188950894421	unterstützen 0.000146257093062	ende 5.96908604843e-06	gehen 2.18353134803e-07	bleiben 1.31640967934e-07	stimmen 4.9374930718e-08	setzen 4.59522720841e-08	unabhängig 3.20185025774e-08	bringen 1.96683571521e-08	möglich 1.42862281675e-08	wichtig 1.4217481496e-08	jahr 1.33354512408e-08	gut 1.28266615642e-08
topic3801	spirituell 0.42004835242	heilung 0.400610215449	wohlwollen 0.0550333067713	gestresst 0.0508364247735	lebensberatung 0.0284986480722	selbstheilung 0.0156787691903	möglich 0.0069595253825	mensch 0.00485016998124	finden 0.00384181119201	eigen 0.00337340903949	bringen 0.00283174983158	weise 0.00133817788314	leben 0.00126516603816	lassen 0.00111585500641	beginnen 0.000920308074247	bestimmt 0.000803373179264	geben 0.000472264429738	wissen 0.000216922761974	entsprechend 0.000110636100674	gehen 3.28457281586e-05	gleichzeitig 1.76370617117e-05	möglichkeit 4.07238545016e-06	ganz 2.84256899376e-06	weg 1.21167075125e-06	lang 4.11869697482e-07
topic3802	lehnen 0.78838916844	auffordern 0.178250915109	dosenfutter 0.015397158091	stämmig 0.0117559083376	mietkauf 0.00349904360552	versuchen 0.000805632456366	setzen 0.00049006078011	entscheiden 0.000226451958295	nehmen 0.000115335743617	sehen 3.19332660579e-05	ziehen 5.98873015456e-07	machen 3.13439377427e-07	spät 1.71776426376e-07	weit 1.62893624898e-07	ändern 1.05333149902e-07	lassen 5.47128041852e-08	kommen 5.25096377599e-08	zeit 3.39140977076e-08	stellen 2.9214347552e-08	zeigen 2.6532711282e-08	stehen 1.53088586455e-08	geben 1.39742381624e-08	gehen 1.29221428306e-08	sache 1.21439954544e-08	bleiben 1.17893810119e-08
